TOPIC MEASURE,CODING SYSTEM,CODE,MODIFIER,PLACE OF SERVICE,END DATE
40,CPT_II,3096F,N/A,N/A,
40,HCPCS,G8633,N/A,N/A,
40,HCPCS,G8634,N/A,N/A,
40,HCPCS,G8635,N/A,N/A,
41,I9,733.00,N/A,N/A,
41,I9,733.01,N/A,N/A,
41,I9,733.02,N/A,N/A,
41,I9,733.03,N/A,N/A,
41,I9,733.09,N/A,N/A,
41,C4,99201,N/A,N/A,
41,C4,99202,N/A,N/A,
41,C4,99203,N/A,N/A,
41,C4,99204,N/A,N/A,
41,C4,99205,N/A,N/A,
41,C4,99212,N/A,N/A,
41,C4,99213,N/A,N/A,
41,C4,99214,N/A,N/A,
41,C4,99215,N/A,N/A,
41,CPT_II,4005F,1P,N/A,
41,CPT_II,4005F,2P,N/A,
41,CPT_II,4005F,3P,N/A,
41,CPT_II,4005F,8P,N/A,
41,CPT_II,4005F,N/A,N/A,
43,C4,33510,N/A,N/A,
43,C4,33511,N/A,N/A,
43,C4,33512,N/A,N/A,
43,C4,33513,N/A,N/A,
43,C4,33514,N/A,N/A,
43,C4,33516,N/A,N/A,
43,C4,33517,N/A,N/A,
43,C4,33518,N/A,N/A,
43,C4,33519,N/A,N/A,
43,C4,33521,N/A,N/A,
43,C4,33522,N/A,N/A,
43,C4,33523,N/A,N/A,
43,C4,33533,N/A,N/A,
43,C4,33534,N/A,N/A,
43,C4,33535,N/A,N/A,
43,C4,33536,N/A,N/A,
43,CPT_II,4110F,1P,N/A,
43,CPT_II,4110F,8P,N/A,
43,CPT_II,4110F,N/A,N/A,
44,C4,33510,N/A,N/A,
44,C4,33511,N/A,N/A,
44,C4,33512,N/A,N/A,
44,C4,33513,N/A,N/A,
44,C4,33514,N/A,N/A,
44,C4,33516,N/A,N/A,
44,C4,33517,N/A,N/A,
44,C4,33518,N/A,N/A,
44,C4,33519,N/A,N/A,
44,C4,33521,N/A,N/A,
44,C4,33522,N/A,N/A,
44,C4,33523,N/A,N/A,
44,C4,33533,N/A,N/A,
44,C4,33534,N/A,N/A,
44,C4,33535,N/A,N/A,
44,C4,33536,N/A,N/A,
44,CPT_II,4115F,1P,N/A,
44,CPT_II,4115F,8P,N/A,
44,CPT_II,4115F,N/A,N/A,
45,C4,33120,N/A,N/A,
45,C4,33130,N/A,N/A,
45,C4,33140,N/A,N/A,
45,C4,33141,N/A,N/A,
45,C4,33250,N/A,N/A,
45,C4,33251,N/A,N/A,
45,C4,33256,N/A,N/A,
45,C4,33261,N/A,N/A,
45,C4,33305,N/A,N/A,
45,C4,33315,N/A,N/A,
45,C4,33332,N/A,N/A,
45,C4,33335,N/A,N/A,
45,C4,33400,N/A,N/A,
45,C4,33401,N/A,N/A,
45,C4,33403,N/A,N/A,
45,C4,33404,N/A,N/A,
45,C4,33405,N/A,N/A,
45,C4,33406,N/A,N/A,
45,C4,33410,N/A,N/A,
45,C4,33411,N/A,N/A,
45,C4,33413,N/A,N/A,
45,C4,33416,N/A,N/A,
45,C4,33422,N/A,N/A,
45,C4,33425,N/A,N/A,
45,C4,33426,N/A,N/A,
45,C4,33427,N/A,N/A,
45,C4,33430,N/A,N/A,
45,C4,33460,N/A,N/A,
45,C4,33463,N/A,N/A,
45,C4,33464,N/A,N/A,
45,C4,33465,N/A,N/A,
45,C4,33475,N/A,N/A,
45,C4,33496,N/A,N/A,
45,C4,33510,N/A,N/A,
45,C4,33511,N/A,N/A,
45,C4,33512,N/A,N/A,
45,C4,33513,N/A,N/A,
45,C4,33514,N/A,N/A,
45,C4,33516,N/A,N/A,
45,C4,33517,N/A,N/A,
45,C4,33518,N/A,N/A,
45,C4,33519,N/A,N/A,
45,C4,33521,N/A,N/A,
45,C4,33522,N/A,N/A,
45,C4,33523,N/A,N/A,
45,C4,33530,N/A,N/A,
45,C4,33533,N/A,N/A,
45,C4,33534,N/A,N/A,
45,C4,33535,N/A,N/A,
45,C4,33536,N/A,N/A,
45,C4,33542,N/A,N/A,
45,C4,33545,N/A,N/A,
45,C4,33548,N/A,N/A,
45,C4,33572,N/A,N/A,
45,CPT_II,4043F,1P,N/A,
45,CPT_II,4043F,8P,N/A,
45,CPT_II,4043F,N/A,N/A,
45,HCPCS,G8702,N/A,N/A,
45,HCPCS,G8703,N/A,N/A,
46,C4,90801,N/A,N/A,
46,C4,90802,N/A,N/A,
46,C4,90804,N/A,N/A,
46,C4,90805,N/A,N/A,
46,C4,90806,N/A,N/A,
46,C4,90807,N/A,N/A,
46,C4,90808,N/A,N/A,
46,C4,90809,N/A,N/A,
46,C4,90810,N/A,N/A,
46,C4,90811,N/A,N/A,
46,C4,90812,N/A,N/A,
46,C4,90813,N/A,N/A,
46,C4,90814,N/A,N/A,
46,C4,90815,N/A,N/A,
46,C4,90845,N/A,N/A,
46,C4,90862,N/A,N/A,
46,C4,99201,N/A,N/A,
46,C4,99202,N/A,N/A,
46,C4,99203,N/A,N/A,
46,C4,99204,N/A,N/A,
46,C4,99205,N/A,N/A,
46,C4,99212,N/A,N/A,
46,C4,99213,N/A,N/A,
46,C4,99214,N/A,N/A,
46,C4,99215,N/A,N/A,
46,C4,99324,N/A,N/A,
46,C4,99325,N/A,N/A,
46,C4,99326,N/A,N/A,
46,C4,99327,N/A,N/A,
46,C4,99328,N/A,N/A,
46,C4,99334,N/A,N/A,
46,C4,99335,N/A,N/A,
46,C4,99336,N/A,N/A,
46,C4,99337,N/A,N/A,
46,C4,99341,N/A,N/A,
46,C4,99342,N/A,N/A,
46,C4,99343,N/A,N/A,
46,C4,99344,N/A,N/A,
46,C4,99345,N/A,N/A,
46,C4,99347,N/A,N/A,
46,C4,99348,N/A,N/A,
46,C4,99349,N/A,N/A,
46,C4,99350,N/A,N/A,
46,CPT_II,1110F,N/A,N/A,
46,CPT_II,1111F,8P,N/A,
46,CPT_II,1111F,N/A,N/A,
47,C4,99201,N/A,N/A,
47,C4,99202,N/A,N/A,
47,C4,99203,N/A,N/A,
47,C4,99204,N/A,N/A,
47,C4,99205,N/A,N/A,
47,C4,99212,N/A,N/A,
47,C4,99213,N/A,N/A,
47,C4,99214,N/A,N/A,
47,C4,99215,N/A,N/A,
47,C4,99218,N/A,N/A,
47,C4,99219,N/A,N/A,
47,C4,99220,N/A,N/A,
47,C4,99221,N/A,N/A,
47,C4,99222,N/A,N/A,
47,C4,99223,N/A,N/A,
47,C4,99231,N/A,N/A,
47,C4,99232,N/A,N/A,
47,C4,99233,N/A,N/A,
47,C4,99234,N/A,N/A,
47,C4,99235,N/A,N/A,
47,C4,99236,N/A,N/A,
47,C4,99291,N/A,? 23,
47,C4,99304,N/A,N/A,
47,C4,99305,N/A,N/A,
47,C4,99306,N/A,N/A,
47,C4,99307,N/A,N/A,
47,C4,99308,N/A,N/A,
47,C4,99309,N/A,N/A,
47,C4,99310,N/A,N/A,
47,C4,99324,N/A,N/A,
47,C4,99325,N/A,N/A,
47,C4,99326,N/A,N/A,
47,C4,99327,N/A,N/A,
47,C4,99328,N/A,N/A,
47,C4,99334,N/A,N/A,
47,C4,99335,N/A,N/A,
47,C4,99336,N/A,N/A,
47,C4,99337,N/A,N/A,
47,C4,99341,N/A,N/A,
47,C4,99342,N/A,N/A,
47,C4,99343,N/A,N/A,
47,C4,99344,N/A,N/A,
47,C4,99345,N/A,N/A,
47,C4,99347,N/A,N/A,
47,C4,99348,N/A,N/A,
47,C4,99349,N/A,N/A,
47,C4,99350,N/A,N/A,
47,CPT_II,1123F,8P,N/A,
47,CPT_II,1123F,N/A,N/A,
47,CPT_II,1124F,N/A,N/A,
48,C4,99201,N/A,N/A,
48,C4,99202,N/A,N/A,
48,C4,99203,N/A,N/A,
48,C4,99204,N/A,N/A,
48,C4,99205,N/A,N/A,
48,C4,99212,N/A,N/A,
48,C4,99213,N/A,N/A,
48,C4,99214,N/A,N/A,
48,C4,99215,N/A,N/A,
48,C4,99324,N/A,N/A,
48,C4,99325,N/A,N/A,
48,C4,99326,N/A,N/A,
48,C4,99327,N/A,N/A,
48,C4,99328,N/A,N/A,
48,C4,99334,N/A,N/A,
48,C4,99335,N/A,N/A,
48,C4,99336,N/A,N/A,
48,C4,99337,N/A,N/A,
48,C4,99341,N/A,N/A,
48,C4,99342,N/A,N/A,
48,C4,99343,N/A,N/A,
48,C4,99344,N/A,N/A,
48,C4,99345,N/A,N/A,
48,C4,99347,N/A,N/A,
48,C4,99348,N/A,N/A,
48,C4,99349,N/A,N/A,
48,C4,99350,N/A,N/A,
48,CPT_II,1090F,1P,N/A,
48,CPT_II,1090F,8P,N/A,
48,CPT_II,1090F,N/A,N/A,
49,I9,307.6,N/A,N/A,
49,I9,625.6,N/A,N/A,
49,I9,788.30,N/A,N/A,
49,I9,788.31,N/A,N/A,
49,I9,788.33,N/A,N/A,
49,I9,788.34,N/A,N/A,
49,I9,788.35,N/A,N/A,
49,I9,788.36,N/A,N/A,
49,I9,788.37,N/A,N/A,
49,I9,788.38,N/A,N/A,
49,I9,788.39,N/A,N/A,
49,C4,99201,N/A,N/A,
49,C4,99202,N/A,N/A,
49,C4,99203,N/A,N/A,
49,C4,99204,N/A,N/A,
49,C4,99205,N/A,N/A,
49,C4,99212,N/A,N/A,
49,C4,99213,N/A,N/A,
49,C4,99214,N/A,N/A,
49,C4,99215,N/A,N/A,
49,C4,99324,N/A,N/A,
49,C4,99325,N/A,N/A,
49,C4,99326,N/A,N/A,
49,C4,99327,N/A,N/A,
49,C4,99328,N/A,N/A,
49,C4,99334,N/A,N/A,
49,C4,99335,N/A,N/A,
49,C4,99336,N/A,N/A,
49,C4,99337,N/A,N/A,
49,C4,99341,N/A,N/A,
49,C4,99342,N/A,N/A,
49,C4,99343,N/A,N/A,
49,C4,99344,N/A,N/A,
49,C4,99345,N/A,N/A,
49,C4,99347,N/A,N/A,
49,C4,99348,N/A,N/A,
49,C4,99349,N/A,N/A,
49,C4,99350,N/A,N/A,
49,CPT_II,1091F,8P,N/A,
49,CPT_II,1091F,N/A,N/A,
50,I9,307.6,N/A,N/A,
50,I9,625.6,N/A,N/A,
50,I9,788.30,N/A,N/A,
50,I9,788.31,N/A,N/A,
50,I9,788.33,N/A,N/A,
50,I9,788.34,N/A,N/A,
50,I9,788.35,N/A,N/A,
50,I9,788.36,N/A,N/A,
50,I9,788.37,N/A,N/A,
50,I9,788.38,N/A,N/A,
50,I9,788.39,N/A,N/A,
50,C4,99201,N/A,N/A,
50,C4,99202,N/A,N/A,
50,C4,99203,N/A,N/A,
50,C4,99204,N/A,N/A,
50,C4,99205,N/A,N/A,
50,C4,99212,N/A,N/A,
50,C4,99213,N/A,N/A,
50,C4,99214,N/A,N/A,
50,C4,99215,N/A,N/A,
50,C4,99324,N/A,N/A,
50,C4,99325,N/A,N/A,
50,C4,99326,N/A,N/A,
50,C4,99327,N/A,N/A,
50,C4,99328,N/A,N/A,
50,C4,99334,N/A,N/A,
50,C4,99335,N/A,N/A,
50,C4,99336,N/A,N/A,
50,C4,99337,N/A,N/A,
50,C4,99341,N/A,N/A,
50,C4,99342,N/A,N/A,
50,C4,99343,N/A,N/A,
50,C4,99344,N/A,N/A,
50,C4,99345,N/A,N/A,
50,C4,99347,N/A,N/A,
50,C4,99348,N/A,N/A,
50,C4,99349,N/A,N/A,
50,C4,99350,N/A,N/A,
50,CPT_II,0509F,8P,N/A,
50,CPT_II,0509F,N/A,N/A,
51,I9,491.0,N/A,N/A,
51,I9,491.1,N/A,N/A,
51,I9,491.20,N/A,N/A,
51,I9,491.21,N/A,N/A,
51,I9,491.22,N/A,N/A,
51,I9,491.8,N/A,N/A,
51,I9,491.9,N/A,N/A,
51,I9,492.0,N/A,N/A,
51,I9,492.8,N/A,N/A,
51,I9,496,N/A,N/A,
51,C4,99201,N/A,N/A,
51,C4,99202,N/A,N/A,
51,C4,99203,N/A,N/A,
51,C4,99204,N/A,N/A,
51,C4,99205,N/A,N/A,
51,C4,99212,N/A,N/A,
51,C4,99213,N/A,N/A,
51,C4,99214,N/A,N/A,
51,C4,99215,N/A,N/A,
51,CPT_II,3023F,1P,N/A,
51,CPT_II,3023F,2P,N/A,
51,CPT_II,3023F,3P,N/A,
51,CPT_II,3023F,8P,N/A,
51,CPT_II,3023F,N/A,N/A,
52,I9,491.0,N/A,N/A,
52,I9,491.1,N/A,N/A,
52,I9,491.20,N/A,N/A,
52,I9,491.21,N/A,N/A,
52,I9,491.22,N/A,N/A,
52,I9,491.8,N/A,N/A,
52,I9,491.9,N/A,N/A,
52,I9,492.0,N/A,N/A,
52,I9,492.8,N/A,N/A,
52,I9,496,N/A,N/A,
52,C4,99201,N/A,N/A,
52,C4,99202,N/A,N/A,
52,C4,99203,N/A,N/A,
52,C4,99204,N/A,N/A,
52,C4,99205,N/A,N/A,
52,C4,99212,N/A,N/A,
52,C4,99213,N/A,N/A,
52,C4,99214,N/A,N/A,
52,C4,99215,N/A,N/A,
52,CPT_II,3025F,8P,N/A,
52,CPT_II,3025F,N/A,N/A,
52,CPT_II,3027F,N/A,N/A,
52,CPT_II,4025F,1P,N/A,
52,CPT_II,4025F,2P,N/A,
52,CPT_II,4025F,3P,N/A,
52,CPT_II,4025F,8P,N/A,
52,CPT_II,4025F,N/A,N/A,
53,I9,493.00,N/A,N/A,
53,I9,493.02,N/A,N/A,
53,I9,493.10,N/A,N/A,
53,I9,493.12,N/A,N/A,
53,I9,493.20,N/A,N/A,
53,I9,493.22,N/A,N/A,
53,I9,493.81,N/A,N/A,
53,I9,493.82,N/A,N/A,
53,I9,493.90,N/A,N/A,
53,I9,493.92,N/A,N/A,
53,C4,99201,N/A,N/A,
53,C4,99202,N/A,N/A,
53,C4,99203,N/A,N/A,
53,C4,99204,N/A,N/A,
53,C4,99205,N/A,N/A,
53,C4,99212,N/A,N/A,
53,C4,99213,N/A,N/A,
53,C4,99214,N/A,N/A,
53,C4,99215,N/A,N/A,
53,C4,99341,N/A,N/A,
53,C4,99342,N/A,N/A,
53,C4,99343,N/A,N/A,
53,C4,99344,N/A,N/A,
53,C4,99345,N/A,N/A,
53,C4,99347,N/A,N/A,
53,C4,99348,N/A,N/A,
53,C4,99349,N/A,N/A,
53,C4,99350,N/A,N/A,
53,CPT_II,1038F,N/A,N/A,
53,CPT_II,1039F,N/A,N/A,
53,CPT_II,4140F,2P,N/A,
53,CPT_II,4140F,8P,N/A,
53,CPT_II,4140F,N/A,N/A,
53,CPT_II,4144F,N/A,N/A,
54,I9,413.0,N/A,N/A,
54,I9,413.1,N/A,N/A,
54,I9,413.9,N/A,N/A,
54,I9,786.50,N/A,N/A,
54,I9,786.51,N/A,N/A,
54,I9,786.52,N/A,N/A,
54,I9,786.59,N/A,N/A,
54,C4,99281,N/A,23,
54,C4,99282,N/A,23,
54,C4,99283,N/A,23,
54,C4,99284,N/A,23,
54,C4,99285,N/A,23,
54,C4,99291,N/A,23,
54,CPT_II,3120F,1P,N/A,
54,CPT_II,3120F,2P,N/A,
54,CPT_II,3120F,8P,N/A,
54,CPT_II,3120F,N/A,N/A,
55,I9,780.2,N/A,N/A,
55,C4,99281,N/A,23,
55,C4,99282,N/A,23,
55,C4,99283,N/A,23,
55,C4,99284,N/A,23,
55,C4,99285,N/A,23,
55,C4,99291,N/A,23,
55,HCPCS,G8704,N/A,N/A,
55,HCPCS,G8705,N/A,N/A,
55,HCPCS,G8706,N/A,N/A,
55,HCPCS,G8707,N/A,N/A,
56,I9,481,N/A,N/A,
56,I9,482.0,N/A,N/A,
56,I9,482.1,N/A,N/A,
56,I9,482.2,N/A,N/A,
56,I9,482.30,N/A,N/A,
56,I9,482.31,N/A,N/A,
56,I9,482.32,N/A,N/A,
56,I9,482.39,N/A,N/A,
56,I9,482.40,N/A,N/A,
56,I9,482.41,N/A,N/A,
56,I9,482.42,N/A,N/A,
56,I9,482.49,N/A,N/A,
56,I9,482.81,N/A,N/A,
56,I9,482.82,N/A,N/A,
56,I9,482.83,N/A,N/A,
56,I9,482.84,N/A,N/A,
56,I9,482.89,N/A,N/A,
56,I9,482.9,N/A,N/A,
56,I9,483.0,N/A,N/A,
56,I9,483.1,N/A,N/A,
56,I9,483.8,N/A,N/A,
56,I9,485,N/A,N/A,
56,I9,486,N/A,N/A,
56,I9,487.0,N/A,N/A,
56,C4,99201,N/A,N/A,
56,C4,99202,N/A,N/A,
56,C4,99203,N/A,N/A,
56,C4,99204,N/A,N/A,
56,C4,99205,N/A,N/A,
56,C4,99212,N/A,N/A,
56,C4,99213,N/A,N/A,
56,C4,99214,N/A,N/A,
56,C4,99215,N/A,N/A,
56,C4,99281,N/A,N/A,
56,C4,99282,N/A,N/A,
56,C4,99283,N/A,N/A,
56,C4,99284,N/A,N/A,
56,C4,99285,N/A,N/A,
56,C4,99291,N/A,23,
56,C4,99324,N/A,N/A,
56,C4,99325,N/A,N/A,
56,C4,99326,N/A,N/A,
56,C4,99327,N/A,N/A,
56,C4,99328,N/A,N/A,
56,C4,99334,N/A,N/A,
56,C4,99335,N/A,N/A,
56,C4,99336,N/A,N/A,
56,C4,99337,N/A,N/A,
56,C4,99341,N/A,N/A,
56,C4,99342,N/A,N/A,
56,C4,99343,N/A,N/A,
56,C4,99344,N/A,N/A,
56,C4,99345,N/A,N/A,
56,C4,99347,N/A,N/A,
56,C4,99348,N/A,N/A,
56,C4,99349,N/A,N/A,
56,C4,99350,N/A,N/A,
56,CPT_II,2010F,8P,N/A,
56,CPT_II,2010F,N/A,N/A,
57,I9,481,N/A,N/A,
57,I9,482.0,N/A,N/A,
57,I9,482.1,N/A,N/A,
57,I9,482.2,N/A,N/A,
57,I9,482.30,N/A,N/A,
57,I9,482.31,N/A,N/A,
57,I9,482.32,N/A,N/A,
57,I9,482.39,N/A,N/A,
57,I9,482.40,N/A,N/A,
57,I9,482.41,N/A,N/A,
57,I9,482.42,N/A,N/A,
57,I9,482.49,N/A,N/A,
57,I9,482.81,N/A,N/A,
57,I9,482.82,N/A,N/A,
57,I9,482.83,N/A,N/A,
57,I9,482.84,N/A,N/A,
57,I9,482.89,N/A,N/A,
57,I9,482.9,N/A,N/A,
57,I9,483.0,N/A,N/A,
57,I9,483.1,N/A,N/A,
57,I9,483.8,N/A,N/A,
57,I9,485,N/A,N/A,
57,I9,486,N/A,N/A,
57,I9,487.0,N/A,N/A,
57,C4,99201,N/A,N/A,
57,C4,99202,N/A,N/A,
57,C4,99203,N/A,N/A,
57,C4,99204,N/A,N/A,
57,C4,99205,N/A,N/A,
57,C4,99212,N/A,N/A,
57,C4,99213,N/A,N/A,
57,C4,99214,N/A,N/A,
57,C4,99215,N/A,N/A,
57,C4,99281,N/A,N/A,
57,C4,99282,N/A,N/A,
57,C4,99283,N/A,N/A,
57,C4,99284,N/A,N/A,
57,C4,99285,N/A,N/A,
57,C4,99291,N/A,23,
57,C4,99324,N/A,N/A,
57,C4,99325,N/A,N/A,
57,C4,99326,N/A,N/A,
57,C4,99327,N/A,N/A,
57,C4,99328,N/A,N/A,
57,C4,99334,N/A,N/A,
57,C4,99335,N/A,N/A,
57,C4,99336,N/A,N/A,
57,C4,99337,N/A,N/A,
57,C4,99341,N/A,N/A,
57,C4,99342,N/A,N/A,
57,C4,99343,N/A,N/A,
57,C4,99344,N/A,N/A,
57,C4,99345,N/A,N/A,
57,C4,99347,N/A,N/A,
57,C4,99348,N/A,N/A,
57,C4,99349,N/A,N/A,
57,C4,99350,N/A,N/A,
57,CPT_II,3028F,1P,N/A,
57,CPT_II,3028F,2P,N/A,
57,CPT_II,3028F,3P,N/A,
57,CPT_II,3028F,8P,N/A,
57,CPT_II,3028F,N/A,N/A,
58,I9,481,N/A,N/A,
58,I9,482.0,N/A,N/A,
58,I9,482.1,N/A,N/A,
58,I9,482.2,N/A,N/A,
58,I9,482.30,N/A,N/A,
58,I9,482.31,N/A,N/A,
58,I9,482.32,N/A,N/A,
58,I9,482.39,N/A,N/A,
58,I9,482.40,N/A,N/A,
58,I9,482.41,N/A,N/A,
58,I9,482.42,N/A,N/A,
58,I9,482.49,N/A,N/A,
58,I9,482.81,N/A,N/A,
58,I9,482.82,N/A,N/A,
58,I9,482.83,N/A,N/A,
58,I9,482.84,N/A,N/A,
58,I9,482.89,N/A,N/A,
58,I9,482.9,N/A,N/A,
58,I9,483.0,N/A,N/A,
58,I9,483.1,N/A,N/A,
58,I9,483.8,N/A,N/A,
58,I9,485,N/A,N/A,
58,I9,486,N/A,N/A,
58,I9,487.0,N/A,N/A,
58,C4,99201,N/A,N/A,
58,C4,99202,N/A,N/A,
58,C4,99203,N/A,N/A,
58,C4,99204,N/A,N/A,
58,C4,99205,N/A,N/A,
58,C4,99212,N/A,N/A,
58,C4,99213,N/A,N/A,
58,C4,99214,N/A,N/A,
58,C4,99215,N/A,N/A,
58,C4,99281,N/A,N/A,
58,C4,99282,N/A,N/A,
58,C4,99283,N/A,N/A,
58,C4,99284,N/A,N/A,
58,C4,99285,N/A,N/A,
58,C4,99291,N/A,23,
58,C4,99324,N/A,N/A,
58,C4,99325,N/A,N/A,
58,C4,99326,N/A,N/A,
58,C4,99327,N/A,N/A,
58,C4,99328,N/A,N/A,
58,C4,99334,N/A,N/A,
58,C4,99335,N/A,N/A,
58,C4,99336,N/A,N/A,
58,C4,99337,N/A,N/A,
58,C4,99341,N/A,N/A,
58,C4,99342,N/A,N/A,
58,C4,99343,N/A,N/A,
58,C4,99344,N/A,N/A,
58,C4,99345,N/A,N/A,
58,C4,99347,N/A,N/A,
58,C4,99348,N/A,N/A,
58,C4,99349,N/A,N/A,
58,C4,99350,N/A,N/A,
58,CPT_II,2014F,8P,N/A,
58,CPT_II,2014F,N/A,N/A,
59,I9,481,N/A,N/A,
59,I9,482.0,N/A,N/A,
59,I9,482.1,N/A,N/A,
59,I9,482.2,N/A,N/A,
59,I9,482.30,N/A,N/A,
59,I9,482.31,N/A,N/A,
59,I9,482.32,N/A,N/A,
59,I9,482.39,N/A,N/A,
59,I9,482.40,N/A,N/A,
59,I9,482.41,N/A,N/A,
59,I9,482.42,N/A,N/A,
59,I9,482.49,N/A,N/A,
59,I9,482.81,N/A,N/A,
59,I9,482.82,N/A,N/A,
59,I9,482.83,N/A,N/A,
59,I9,482.84,N/A,N/A,
59,I9,482.89,N/A,N/A,
59,I9,482.9,N/A,N/A,
59,I9,483.0,N/A,N/A,
59,I9,483.1,N/A,N/A,
59,I9,483.8,N/A,N/A,
59,I9,485,N/A,N/A,
59,I9,486,N/A,N/A,
59,I9,487.0,N/A,N/A,
59,C4,99201,N/A,N/A,
59,C4,99202,N/A,N/A,
59,C4,99203,N/A,N/A,
59,C4,99204,N/A,N/A,
59,C4,99205,N/A,N/A,
59,C4,99212,N/A,N/A,
59,C4,99213,N/A,N/A,
59,C4,99214,N/A,N/A,
59,C4,99215,N/A,N/A,
59,C4,99281,N/A,N/A,
59,C4,99282,N/A,N/A,
59,C4,99283,N/A,N/A,
59,C4,99284,N/A,N/A,
59,C4,99285,N/A,N/A,
59,C4,99291,N/A,23,
59,C4,99324,N/A,N/A,
59,C4,99325,N/A,N/A,
59,C4,99326,N/A,N/A,
59,C4,99327,N/A,N/A,
59,C4,99328,N/A,N/A,
59,C4,99334,N/A,N/A,
59,C4,99335,N/A,N/A,
59,C4,99336,N/A,N/A,
59,C4,99337,N/A,N/A,
59,C4,99341,N/A,N/A,
59,C4,99342,N/A,N/A,
59,C4,99343,N/A,N/A,
59,C4,99344,N/A,N/A,
59,C4,99345,N/A,N/A,
59,C4,99347,N/A,N/A,
59,C4,99348,N/A,N/A,
59,C4,99349,N/A,N/A,
59,C4,99350,N/A,N/A,
59,CPT_II,4045F,1P,N/A,
59,CPT_II,4045F,2P,N/A,
59,CPT_II,4045F,3P,N/A,
59,CPT_II,4045F,8P,N/A,
59,CPT_II,4045F,N/A,N/A,
64,I9,493.00,N/A,N/A,
64,I9,493.02,N/A,N/A,
64,I9,493.10,N/A,N/A,
64,I9,493.12,N/A,N/A,
64,I9,493.20,N/A,N/A,
64,I9,493.22,N/A,N/A,
64,I9,493.81,N/A,N/A,
64,I9,493.82,N/A,N/A,
64,I9,493.90,N/A,N/A,
64,I9,493.92,N/A,N/A,
64,C4,99201,N/A,N/A,
64,C4,99202,N/A,N/A,
64,C4,99203,N/A,N/A,
64,C4,99204,N/A,N/A,
64,C4,99205,N/A,N/A,
64,C4,99212,N/A,N/A,
64,C4,99213,N/A,N/A,
64,C4,99214,N/A,N/A,
64,C4,99215,N/A,N/A,
64,C4,99341,N/A,N/A,
64,C4,99342,N/A,N/A,
64,C4,99343,N/A,N/A,
64,C4,99344,N/A,N/A,
64,C4,99345,N/A,N/A,
64,C4,99347,N/A,N/A,
64,C4,99348,N/A,N/A,
64,C4,99349,N/A,N/A,
64,C4,99350,N/A,N/A,
64,CPT_II,2015F,8P,N/A,
64,CPT_II,2015F,N/A,N/A,
64,CPT_II,2016F,8P ,N/A,
64,CPT_II,2016F,N/A,N/A,
65,I9,460,N/A,N/A,
65,I9,465.0,N/A,N/A,
65,I9,465.8,N/A,N/A,
65,I9,465.9,N/A,N/A,
65,C4,99201,N/A,N/A,
65,C4,99202,N/A,N/A,
65,C4,99203,N/A,N/A,
65,C4,99204,N/A,N/A,
65,C4,99205,N/A,N/A,
65,C4,99212,N/A,N/A,
65,C4,99213,N/A,N/A,
65,C4,99214,N/A,N/A,
65,C4,99215,N/A,N/A,
65,C4,99217,N/A,N/A,
65,C4,99218,N/A,N/A,
65,C4,99219,N/A,N/A,
65,C4,99220,N/A,N/A,
65,CPT_II,4120F,N/A,N/A,
65,HCPCS,G8708,N/A,N/A,
65,HCPCS,G8709,N/A,N/A,
65,HCPCS,G8710,N/A,N/A,
66,I9,034.0,N/A,N/A,
66,I9,462,N/A,N/A,
66,I9,463,N/A,N/A,
66,C4,99201,N/A,N/A,
66,C4,99202,N/A,N/A,
66,C4,99203,N/A,N/A,
66,C4,99204,N/A,N/A,
66,C4,99205,N/A,N/A,
66,C4,99212,N/A,N/A,
66,C4,99213,N/A,N/A,
66,C4,99214,N/A,N/A,
66,C4,99215,N/A,N/A,
66,C4,99217,N/A,N/A,
66,C4,99218,N/A,N/A,
66,C4,99219,N/A,N/A,
66,C4,99220,N/A,N/A,
66,CPT_II,3210F,1P,N/A,
66,CPT_II,3210F,8P,N/A,
66,CPT_II,3210F,N/A,N/A,
66,HCPCS,G8711,N/A,N/A,
66,HCPCS,G8712,N/A,N/A,
67,I9,204.00,N/A,N/A,
67,I9,204.02,N/A,N/A,
67,I9,205.00,N/A,N/A,
67,I9,205.02,N/A,N/A,
67,I9,206.00,N/A,N/A,
67,I9,206.02,N/A,N/A,
67,I9,207.00,N/A,N/A,
67,I9,207.02,N/A,N/A,
67,I9,207.20,N/A,N/A,
67,I9,207.22,N/A,N/A,
67,I9,208.00,N/A,N/A,
67,I9,208.02,N/A,N/A,
67,I9,238.72,N/A,N/A,
67,I9,238.73,N/A,N/A,
67,I9,238.74,N/A,N/A,
67,I9,238.75,N/A,N/A,
67,C4,99201,N/A,N/A,
67,C4,99202,N/A,N/A,
67,C4,99203,N/A,N/A,
67,C4,99204,N/A,N/A,
67,C4,99205,N/A,N/A,
67,C4,99212,N/A,N/A,
67,C4,99213,N/A,N/A,
67,C4,99214,N/A,N/A,
67,C4,99215,N/A,N/A,
67,CPT_II,3155F,1P,N/A,
67,CPT_II,3155F,2P,N/A,
67,CPT_II,3155F,3P,N/A,
67,CPT_II,3155F,8P,N/A,
67,CPT_II,3155F,N/A,N/A,
68,I9,238.72,N/A,N/A,
68,I9,238.73,N/A,N/A,
68,I9,238.74,N/A,N/A,
68,I9,238.75,N/A,N/A,
68,C4,99201,N/A,N/A,
68,C4,99202,N/A,N/A,
68,C4,99203,N/A,N/A,
68,C4,99204,N/A,N/A,
68,C4,99205,N/A,N/A,
