TOPIC MEASURE,CODING SYSTEM,CODE,MODIFIER,PLACE OF SERVICE,END DATE
193,C4,00124,N/A,N/A,
193,C4,00126,N/A,N/A,
193,C4,00140,N/A,N/A,
193,C4,00142,N/A,N/A,
193,C4,00144,N/A,N/A,
193,C4,00145,N/A,N/A,
193,C4,00147,N/A,N/A,
193,C4,00148,N/A,N/A,
193,C4,00160,N/A,N/A,
193,C4,00162,N/A,N/A,
193,C4,00164,N/A,N/A,
193,C4,00170,N/A,N/A,
193,C4,00172,N/A,N/A,
193,C4,00174,N/A,N/A,
193,C4,00176,N/A,N/A,
193,C4,00190,N/A,N/A,
193,C4,00192,N/A,N/A,
193,C4,00210,N/A,N/A,
193,C4,00211,N/A,N/A,
193,C4,00212,N/A,N/A,
193,C4,00214,N/A,N/A,
193,C4,00215,N/A,N/A,
193,C4,00216,N/A,N/A,
193,C4,00218,N/A,N/A,
193,C4,00220,N/A,N/A,
193,C4,00222,N/A,N/A,
193,C4,00300,N/A,N/A,
193,C4,00320,N/A,N/A,
193,C4,00322,N/A,N/A,
193,C4,00326,N/A,N/A,
193,C4,00350,N/A,N/A,
193,C4,00352,N/A,N/A,
193,C4,00400,N/A,N/A,
193,C4,00402,N/A,N/A,
193,C4,00404,N/A,N/A,
193,C4,00406,N/A,N/A,
193,C4,00410,N/A,N/A,
193,C4,00450,N/A,N/A,
193,C4,00452,N/A,N/A,
193,C4,00454,N/A,N/A,
193,C4,00470,N/A,N/A,
193,C4,00472,N/A,N/A,
193,C4,00474,N/A,N/A,
193,C4,00500,N/A,N/A,
193,C4,00520,N/A,N/A,
193,C4,00522,N/A,N/A,
193,C4,00524,N/A,N/A,
193,C4,00528,N/A,N/A,
193,C4,00529,N/A,N/A,
193,C4,00530,N/A,N/A,
193,C4,00532,N/A,N/A,
193,C4,00534,N/A,N/A,
193,C4,00537,N/A,N/A,
193,C4,00539,N/A,N/A,
193,C4,00540,N/A,N/A,
193,C4,00541,N/A,N/A,
193,C4,00542,N/A,N/A,
193,C4,00546,N/A,N/A,
193,C4,00548,N/A,N/A,
193,C4,00550,N/A,N/A,
193,C4,00560,N/A,N/A,
193,C4,00566,N/A,N/A,
193,C4,00580,N/A,N/A,
193,C4,00600,N/A,N/A,
193,C4,00604,N/A,N/A,
193,C4,00620,N/A,N/A,
193,C4,00622,N/A,N/A,
193,C4,00625,N/A,N/A,
193,C4,00626,N/A,N/A,
193,C4,00630,N/A,N/A,
193,C4,00632,N/A,N/A,
193,C4,00634,N/A,N/A,
193,C4,00635,N/A,N/A,
193,C4,00640,N/A,N/A,
193,C4,00670,N/A,N/A,
193,C4,00700,N/A,N/A,
193,C4,00702,N/A,N/A,
193,C4,00730,N/A,N/A,
193,C4,00740,N/A,N/A,
193,C4,00750,N/A,N/A,
193,C4,00752,N/A,N/A,
193,C4,00754,N/A,N/A,
193,C4,00756,N/A,N/A,
193,C4,00770,N/A,N/A,
193,C4,00790,N/A,N/A,
193,C4,00792,N/A,N/A,
193,C4,00794,N/A,N/A,
193,C4,00796,N/A,N/A,
193,C4,00797,N/A,N/A,
193,C4,00800,N/A,N/A,
193,C4,00802,N/A,N/A,
193,C4,00810,N/A,N/A,
193,C4,00820,N/A,N/A,
193,C4,00830,N/A,N/A,
193,C4,00832,N/A,N/A,
193,C4,00834,N/A,N/A,
193,C4,00836,N/A,N/A,
193,C4,00840,N/A,N/A,
193,C4,00842,N/A,N/A,
193,C4,00844,N/A,N/A,
193,C4,00846,N/A,N/A,
193,C4,00848,N/A,N/A,
193,C4,00851,N/A,N/A,
193,C4,00860,N/A,N/A,
193,C4,00862,N/A,N/A,
193,C4,00864,N/A,N/A,
193,C4,00865,N/A,N/A,
193,C4,00866,N/A,N/A,
193,C4,00868,N/A,N/A,
193,C4,00870,N/A,N/A,
193,C4,00872,N/A,N/A,
193,C4,00873,N/A,N/A,
193,C4,00880,N/A,N/A,
193,C4,00882,N/A,N/A,
193,C4,00902,N/A,N/A,
193,C4,00904,N/A,N/A,
193,C4,00906,N/A,N/A,
193,C4,00908,N/A,N/A,
193,C4,00910,N/A,N/A,
193,C4,00912,N/A,N/A,
193,C4,00914,N/A,N/A,
193,C4,00916,N/A,N/A,
193,C4,00918,N/A,N/A,
193,C4,00920,N/A,N/A,
193,C4,00921,N/A,N/A,
193,C4,00922,N/A,N/A,
193,C4,00924,N/A,N/A,
193,C4,00926,N/A,N/A,
193,C4,00928,N/A,N/A,
193,C4,00930,N/A,N/A,
193,C4,00932,N/A,N/A,
193,C4,00934,N/A,N/A,
193,C4,00936,N/A,N/A,
193,C4,00938,N/A,N/A,
193,C4,00940,N/A,N/A,
193,C4,00942,N/A,N/A,
193,C4,00944,N/A,N/A,
193,C4,00948,N/A,N/A,
193,C4,00950,N/A,N/A,
193,C4,00952,N/A,N/A,
193,C4,01112,N/A,N/A,
193,C4,01120,N/A,N/A,
193,C4,01130,N/A,N/A,
193,C4,01140,N/A,N/A,
193,C4,01150,N/A,N/A,
193,C4,01160,N/A,N/A,
193,C4,01170,N/A,N/A,
193,C4,01173,N/A,N/A,
193,C4,01180,N/A,N/A,
193,C4,01190,N/A,N/A,
193,C4,01200,N/A,N/A,
193,C4,01202,N/A,N/A,
193,C4,01210,N/A,N/A,
193,C4,01212,N/A,N/A,
193,C4,01214,N/A,N/A,
193,C4,01215,N/A,N/A,
193,C4,01220,N/A,N/A,
193,C4,01230,N/A,N/A,
193,C4,01232,N/A,N/A,
193,C4,01234,N/A,N/A,
193,C4,01250,N/A,N/A,
193,C4,01260,N/A,N/A,
193,C4,01270,N/A,N/A,
193,C4,01272,N/A,N/A,
193,C4,01274,N/A,N/A,
193,C4,01320,N/A,N/A,
193,C4,01340,N/A,N/A,
193,C4,01360,N/A,N/A,
193,C4,01380,N/A,N/A,
193,C4,01382,N/A,N/A,
193,C4,01390,N/A,N/A,
193,C4,01392,N/A,N/A,
193,C4,01400,N/A,N/A,
193,C4,01402,N/A,N/A,
193,C4,01404,N/A,N/A,
193,C4,01420,N/A,N/A,
193,C4,01430,N/A,N/A,
193,C4,01432,N/A,N/A,
193,C4,01440,N/A,N/A,
193,C4,01442,N/A,N/A,
193,C4,01444,N/A,N/A,
193,C4,01462,N/A,N/A,
193,C4,01464,N/A,N/A,
193,C4,01470,N/A,N/A,
193,C4,01472,N/A,N/A,
193,C4,01474,N/A,N/A,
193,C4,01480,N/A,N/A,
193,C4,01482,N/A,N/A,
193,C4,01484,N/A,N/A,
193,C4,01486,N/A,N/A,
193,C4,01490,N/A,N/A,
193,C4,01500,N/A,N/A,
193,C4,01502,N/A,N/A,
193,C4,01520,N/A,N/A,
193,C4,01522,N/A,N/A,
193,C4,01610,N/A,N/A,
193,C4,01620,N/A,N/A,
193,C4,01622,N/A,N/A,
193,C4,01630,N/A,N/A,
193,C4,01634,N/A,N/A,
193,C4,01636,N/A,N/A,
193,C4,01638,N/A,N/A,
193,C4,01650,N/A,N/A,
193,C4,01652,N/A,N/A,
193,C4,01654,N/A,N/A,
193,C4,01656,N/A,N/A,
193,C4,01670,N/A,N/A,
193,C4,01680,N/A,N/A,
193,C4,01682,N/A,N/A,
193,C4,01710,N/A,N/A,
193,C4,01712,N/A,N/A,
193,C4,01714,N/A,N/A,
193,C4,01716,N/A,N/A,
193,C4,01730,N/A,N/A,
193,C4,01732,N/A,N/A,
193,C4,01740,N/A,N/A,
193,C4,01742,N/A,N/A,
193,C4,01744,N/A,N/A,
193,C4,01756,N/A,N/A,
193,C4,01758,N/A,N/A,
193,C4,01760,N/A,N/A,
193,C4,01770,N/A,N/A,
193,C4,01772,N/A,N/A,
193,C4,01780,N/A,N/A,
193,C4,01782,N/A,N/A,
193,C4,01810,N/A,N/A,
193,C4,01820,N/A,N/A,
193,C4,01829,N/A,N/A,
193,C4,01830,N/A,N/A,
193,C4,01832,N/A,N/A,
193,C4,01840,N/A,N/A,
193,C4,01842,N/A,N/A,
193,C4,01844,N/A,N/A,
193,C4,01850,N/A,N/A,
193,C4,01852,N/A,N/A,
193,C4,01860,N/A,N/A,
193,C4,01924,N/A,N/A,
193,C4,01925,N/A,N/A,
193,C4,01926,N/A,N/A,
193,C4,01930,N/A,N/A,
193,C4,01931,N/A,N/A,
193,C4,01932,N/A,N/A,
193,C4,01933,N/A,N/A,
193,C4,01935,N/A,N/A,
193,C4,01936,N/A,N/A,
193,C4,01951,N/A,N/A,
193,C4,01952,N/A,N/A,
193,C4,01961,N/A,N/A,
193,C4,01962,N/A,N/A,
193,C4,01963,N/A,N/A,
193,C4,01965,N/A,N/A,
193,C4,01966,N/A,N/A,
193,C4,01968,N/A,N/A,
193,C4,01969,N/A,N/A,
193,CPT_II,4250F,1P,N/A,
193,CPT_II,4250F,8P,N/A,
193,CPT_II,4250F,N/A,N/A,
193,CPT_II,4255F,N/A,N/A,
193,CPT_II,4256F,N/A,N/A,
194,I9,153.0,N/A,N/A,
194,I9,153.1,N/A,N/A,
194,I9,153.2,N/A,N/A,
194,I9,153.3,N/A,N/A,
194,I9,153.4,N/A,N/A,
194,I9,153.5,N/A,N/A,
194,I9,153.6,N/A,N/A,
194,I9,153.7,N/A,N/A,
194,I9,153.8,N/A,N/A,
194,I9,153.9,N/A,N/A,
194,I9,154.0,N/A,N/A,
194,I9,154.1,N/A,N/A,
194,I9,154.2,N/A,N/A,
194,I9,154.3,N/A,N/A,
194,I9,154.8,N/A,N/A,
194,I9,174.0,N/A,N/A,
194,I9,174.1,N/A,N/A,
194,I9,174.2,N/A,N/A,
194,I9,174.3,N/A,N/A,
194,I9,174.4,N/A,N/A,
194,I9,174.5,N/A,N/A,
194,I9,174.6,N/A,N/A,
194,I9,174.8,N/A,N/A,
194,I9,174.9,N/A,N/A,
194,C4,77261,N/A,N/A,
194,C4,77262,N/A,N/A,
194,C4,77263,N/A,N/A,
194,C4,99201,N/A,N/A,
194,C4,99202,N/A,N/A,
194,C4,99203,N/A,N/A,
194,C4,99204,N/A,N/A,
194,C4,99205,N/A,N/A,
194,C4,99212,N/A,N/A,
194,C4,99213,N/A,N/A,
194,C4,99214,N/A,N/A,
194,C4,99215,N/A,N/A,
194,CPT_II,3300F,N/A,N/A,
194,CPT_II,3301F,8P,N/A,
194,CPT_II,3301F,N/A,N/A,
194,I9,V10.05,N/A,N/A,
194,I9,V10.06,N/A,N/A,
194,I9,V10.3,N/A,N/A,
195,C4,70498,N/A,N/A,
195,C4,70547,N/A,N/A,
195,C4,70548,N/A,N/A,
195,C4,70549,N/A,N/A,
195,C4,75660,N/A,N/A,
195,C4,75662,N/A,N/A,
195,C4,75665,N/A,N/A,
195,C4,75671,N/A,N/A,
195,C4,75676,N/A,N/A,
195,C4,75680,N/A,N/A,
195,C4,93880,N/A,N/A,
195,C4,93882,N/A,N/A,
195,CPT_II,3100F,8P,N/A,
195,CPT_II,3100F,N/A,N/A,
196,I9,410.00,N/A,N/A,
196,I9,410.01,N/A,N/A,
196,I9,410.02,N/A,N/A,
196,I9,410.10,N/A,N/A,
196,I9,410.11,N/A,N/A,
196,I9,410.12,N/A,N/A,
196,I9,410.20,N/A,N/A,
196,I9,410.21,N/A,N/A,
196,I9,410.22,N/A,N/A,
196,I9,410.30,N/A,N/A,
196,I9,410.31,N/A,N/A,
196,I9,410.32,N/A,N/A,
196,I9,410.40,N/A,N/A,
196,I9,410.41,N/A,N/A,
196,I9,410.42,N/A,N/A,
196,I9,410.50,N/A,N/A,
196,I9,410.51,N/A,N/A,
196,I9,410.52,N/A,N/A,
196,I9,410.60,N/A,N/A,
196,I9,410.61,N/A,N/A,
196,I9,410.62,N/A,N/A,
196,I9,410.70,N/A,N/A,
196,I9,410.71,N/A,N/A,
196,I9,410.72,N/A,N/A,
196,I9,410.80,N/A,N/A,
196,I9,410.81,N/A,N/A,
196,I9,410.82,N/A,N/A,
196,I9,410.90,N/A,N/A,
196,I9,410.91,N/A,N/A,
196,I9,410.92,N/A,N/A,
196,I9,411.0,N/A,N/A,
196,I9,411.1,N/A,N/A,
196,I9,411.81,N/A,N/A,
196,I9,411.89,N/A,N/A,
196,I9,412,N/A,N/A,
196,I9,413.0,N/A,N/A,
196,I9,413.1,N/A,N/A,
196,I9,413.9,N/A,N/A,
196,I9,414.00,N/A,N/A,
196,I9,414.01,N/A,N/A,
196,I9,414.02,N/A,N/A,
196,I9,414.03,N/A,N/A,
196,I9,414.04,N/A,N/A,
196,I9,414.05,N/A,N/A,
196,I9,414.06,N/A,N/A,
196,I9,414.07,N/A,N/A,
196,I9,414.2,N/A,N/A,
196,I9,414.3,N/A,N/A,
196,I9,414.8,N/A,N/A,
196,I9,414.9,N/A,N/A,
196,C4,99201,N/A,N/A,
196,C4,99202,N/A,N/A,
196,C4,99203,N/A,N/A,
196,C4,99204,N/A,N/A,
196,C4,99205,N/A,N/A,
196,C4,99212,N/A,N/A,
196,C4,99213,N/A,N/A,
196,C4,99214,N/A,N/A,
196,C4,99215,N/A,N/A,
196,C4,99304,N/A,N/A,
196,C4,99305,N/A,N/A,
196,C4,99306,N/A,N/A,
196,C4,99307,N/A,N/A,
196,C4,99308,N/A,N/A,
196,C4,99309,N/A,N/A,
196,C4,99310,N/A,N/A,
196,C4,99324,N/A,N/A,
196,C4,99325,N/A,N/A,
196,C4,99326,N/A,N/A,
196,C4,99327,N/A,N/A,
196,C4,99328,N/A,N/A,
196,C4,99334,N/A,N/A,
196,C4,99335,N/A,N/A,
196,C4,99336,N/A,N/A,
196,C4,99337,N/A,N/A,
196,C4,99341,N/A,N/A,
196,C4,99342,N/A,N/A,
196,C4,99343,N/A,N/A,
196,C4,99344,N/A,N/A,
196,C4,99345,N/A,N/A,
196,C4,99347,N/A,N/A,
196,C4,99348,N/A,N/A,
196,C4,99349,N/A,N/A,
196,C4,99350,N/A,N/A,
196,CPT_II,1010F,8P ,N/A,
196,CPT_II,1010F,N/A,N/A,
196,CPT_II,1011F,N/A,N/A,
196,CPT_II,1012F,N/A,N/A,
196,I9,V45.81,N/A,N/A,
196,I9,V45.82,N/A,N/A,
197,I9,410.00,N/A,N/A,
197,I9,410.01,N/A,N/A,
197,I9,410.02,N/A,N/A,
197,I9,410.10,N/A,N/A,
197,I9,410.11,N/A,N/A,
197,I9,410.12,N/A,N/A,
197,I9,410.20,N/A,N/A,
197,I9,410.21,N/A,N/A,
197,I9,410.22,N/A,N/A,
197,I9,410.30,N/A,N/A,
197,I9,410.31,N/A,N/A,
197,I9,410.32,N/A,N/A,
197,I9,410.40,N/A,N/A,
197,I9,410.41,N/A,N/A,
197,I9,410.42,N/A,N/A,
197,I9,410.50,N/A,N/A,
197,I9,410.51,N/A,N/A,
197,I9,410.52,N/A,N/A,
197,I9,410.60,N/A,N/A,
197,I9,410.61,N/A,N/A,
197,I9,410.62,N/A,N/A,
197,I9,410.70,N/A,N/A,
197,I9,410.71,N/A,N/A,
197,I9,410.72,N/A,N/A,
197,I9,410.80,N/A,N/A,
197,I9,410.81,N/A,N/A,
197,I9,410.82,N/A,N/A,
197,I9,410.90,N/A,N/A,
197,I9,410.91,N/A,N/A,
197,I9,410.92,N/A,N/A,
197,I9,411.0,N/A,N/A,
197,I9,411.1,N/A,N/A,
197,I9,411.81,N/A,N/A,
197,I9,411.89,N/A,N/A,
197,I9,412,N/A,N/A,
197,I9,413.0,N/A,N/A,
197,I9,413.1,N/A,N/A,
197,I9,413.9,N/A,N/A,
197,I9,414.00,N/A,N/A,
197,I9,414.01,N/A,N/A,
197,I9,414.02,N/A,N/A,
197,I9,414.03,N/A,N/A,
197,I9,414.04,N/A,N/A,
197,I9,414.05,N/A,N/A,
197,I9,414.06,N/A,N/A,
197,I9,414.07,N/A,N/A,
197,I9,414.2,N/A,N/A,
197,I9,414.3,N/A,N/A,
197,I9,414.8,N/A,N/A,
197,I9,414.9,N/A,N/A,
197,C4,99201,N/A,N/A,
197,C4,99202,N/A,N/A,
197,C4,99203,N/A,N/A,
197,C4,99204,N/A,N/A,
197,C4,99205,N/A,N/A,
197,C4,99212,N/A,N/A,
197,C4,99213,N/A,N/A,
197,C4,99214,N/A,N/A,
197,C4,99215,N/A,N/A,
197,C4,99304,N/A,N/A,
197,C4,99305,N/A,N/A,
197,C4,99306,N/A,N/A,
197,C4,99307,N/A,N/A,
197,C4,99308,N/A,N/A,
197,C4,99309,N/A,N/A,
197,C4,99310,N/A,N/A,
197,C4,99324,N/A,N/A,
197,C4,99325,N/A,N/A,
197,C4,99326,N/A,N/A,
197,C4,99327,N/A,N/A,
197,C4,99328,N/A,N/A,
197,C4,99334,N/A,N/A,
197,C4,99335,N/A,N/A,
197,C4,99336,N/A,N/A,
197,C4,99337,N/A,N/A,
197,C4,99341,N/A,N/A,
197,C4,99342,N/A,N/A,
197,C4,99343,N/A,N/A,
197,C4,99344,N/A,N/A,
197,C4,99345,N/A,N/A,
197,C4,99347,N/A,N/A,
197,C4,99348,N/A,N/A,
197,C4,99349,N/A,N/A,
197,C4,99350,N/A,N/A,
197,CPT_II,0556F,8P  ,N/A,
197,CPT_II,0556F,N/A,N/A,
197,CPT_II,4013F,1P ,N/A,
197,CPT_II,4013F,2P ,N/A,
197,CPT_II,4013F,3P ,N/A,
197,CPT_II,4013F,8P ,N/A,
197,CPT_II,4013F,N/A,N/A,
197,HCPCS,G8736,N/A,N/A,
197,HCPCS,G8737,N/A,N/A,
197,I9,V45.81,N/A,N/A,
197,I9,V45.82,N/A,N/A,
198,I9,402.01,N/A,N/A,
198,I9,402.11,N/A,N/A,
198,I9,402.91,N/A,N/A,
198,I9,404.01,N/A,N/A,
198,I9,404.03,N/A,N/A,
198,I9,404.11,N/A,N/A,
198,I9,404.13,N/A,N/A,
198,I9,404.91,N/A,N/A,
198,I9,404.93,N/A,N/A,
198,I9,428.0,N/A,N/A,
198,I9,428.1,N/A,N/A,
198,I9,428.20,N/A,N/A,
198,I9,428.21,N/A,N/A,
198,I9,428.22,N/A,N/A,
198,I9,428.23,N/A,N/A,
198,I9,428.30,N/A,N/A,
198,I9,428.31,N/A,N/A,
198,I9,428.32,N/A,N/A,
198,I9,428.33,N/A,N/A,
198,I9,428.40,N/A,N/A,
198,I9,428.41,N/A,N/A,
198,I9,428.42,N/A,N/A,
198,I9,428.43,N/A,N/A,
198,I9,428.9,N/A,N/A,
198,C4,99201,N/A,N/A,
198,C4,99202,N/A,N/A,
198,C4,99203,N/A,N/A,
198,C4,99204,N/A,N/A,
198,C4,99205,N/A,N/A,
198,C4,99212,N/A,N/A,
198,C4,99213,N/A,N/A,
198,C4,99214,N/A,N/A,
198,C4,99215,N/A,N/A,
198,C4,99304,N/A,N/A,
198,C4,99305,N/A,N/A,
198,C4,99306,N/A,N/A,
198,C4,99307,N/A,N/A,
198,C4,99308,N/A,N/A,
198,C4,99309,N/A,N/A,
198,C4,99310,N/A,N/A,
198,C4,99324,N/A,N/A,
198,C4,99325,N/A,N/A,
198,C4,99326,N/A,N/A,
198,C4,99327,N/A,N/A,
198,C4,99328,N/A,N/A,
198,C4,99334,N/A,N/A,
198,C4,99335,N/A,N/A,
198,C4,99336,N/A,N/A,
198,C4,99337,N/A,N/A,
198,C4,99341,N/A,N/A,
198,C4,99342,N/A,N/A,
198,C4,99343,N/A,N/A,
198,C4,99344,N/A,N/A,
198,C4,99345,N/A,N/A,
198,C4,99347,N/A,N/A,
198,C4,99348,N/A,N/A,
198,C4,99349,N/A,N/A,
198,C4,99350,N/A,N/A,
198,HCPCS,G8738,N/A,N/A,
198,HCPCS,G8739,N/A,N/A,
198,HCPCS,G8740,N/A,N/A,
200,I9,402.01,N/A,N/A,
200,I9,402.11,N/A,N/A,
200,I9,402.91,N/A,N/A,
200,I9,404.01,N/A,N/A,
200,I9,404.03,N/A,N/A,
200,I9,404.11,N/A,N/A,
200,I9,404.13,N/A,N/A,
200,I9,404.91,N/A,N/A,
200,I9,404.93,N/A,N/A,
200,I9,427.31,N/A,N/A,
200,I9,428.0,N/A,N/A,
200,I9,428.1,N/A,N/A,
200,I9,428.20,N/A,N/A,
200,I9,428.21,N/A,N/A,
200,I9,428.22,N/A,N/A,
200,I9,428.23,N/A,N/A,
200,I9,428.30,N/A,N/A,
200,I9,428.31,N/A,N/A,
200,I9,428.32,N/A,N/A,
200,I9,428.33,N/A,N/A,
200,I9,428.40,N/A,N/A,
200,I9,428.41,N/A,N/A,
200,I9,428.42,N/A,N/A,
200,I9,428.43,N/A,N/A,
200,I9,428.9,N/A,N/A,
200,CPT_II,4012F,1P,N/A,
200,CPT_II,4012F,2P,N/A,
200,CPT_II,4012F,3P,N/A,
200,CPT_II,4012F,8P,N/A,
200,CPT_II,4012F,N/A,N/A,
201,I9,410.11,N/A,N/A,
201,I9,410.21,N/A,N/A,
201,I9,410.31,N/A,N/A,
201,I9,410.41,N/A,N/A,
201,I9,410.51,N/A,N/A,
201,I9,410.61,N/A,N/A,
201,I9,410.71,N/A,N/A,
201,I9,410.81,N/A,N/A,
201,I9,410.91,N/A,N/A,
201,I9,411.0,N/A,N/A,
201,I9,411.1,N/A,N/A,
201,I9,411.81,N/A,N/A,
201,I9,411.89,N/A,N/A,
201,I9,413.0,N/A,N/A,
201,I9,413.1,N/A,N/A,
201,I9,413.9,N/A,N/A,
201,I9,414.00,N/A,N/A,
201,I9,414.01,N/A,N/A,
201,I9,414.02,N/A,N/A,
201,I9,414.03,N/A,N/A,
201,I9,414.04,N/A,N/A,
201,I9,414.05,N/A,N/A,
201,I9,414.06,N/A,N/A,
201,I9,414.07,N/A,N/A,
201,I9,414.2,N/A,N/A,
201,I9,414.8,N/A,N/A,
201,I9,414.9,N/A,N/A,
201,I9,429.2,N/A,N/A,
201,I9,433.00,N/A,N/A,
201,I9,433.01,N/A,N/A,
201,I9,433.10,N/A,N/A,
201,I9,433.11,N/A,N/A,
201,I9,433.20,N/A,N/A,
201,I9,433.21,N/A,N/A,
201,I9,433.30,N/A,N/A,
201,I9,433.31,N/A,N/A,
201,I9,433.80,N/A,N/A,
201,I9,433.81,N/A,N/A,
201,I9,433.90,N/A,N/A,
201,I9,433.91,N/A,N/A,
201,I9,434.00,N/A,N/A,
201,I9,434.01,N/A,N/A,
201,I9,434.10,N/A,N/A,
201,I9,434.11,N/A,N/A,
201,I9,434.90,N/A,N/A,
201,I9,434.91,N/A,N/A,
201,I9,440.1,N/A,N/A,
201,I9,440.20,N/A,N/A,
201,I9,440.21,N/A,N/A,
201,I9,440.22,N/A,N/A,
201,I9,440.23,N/A,N/A,
201,I9,440.24,N/A,N/A,
201,I9,440.29,N/A,N/A,
201,I9,440.4,N/A,N/A,
201,I9,444.01,N/A,N/A,
201,I9,444.09,N/A,N/A,
201,I9,444.1,N/A,N/A,
201,I9,444.21,N/A,N/A,
201,I9,444.22,N/A,N/A,
201,I9,444.81,N/A,N/A,
201,I9,444.89,N/A,N/A,
201,I9,444.9,N/A,N/A,
201,I9,445.01,N/A,N/A,
201,I9,445.02,N/A,N/A,
201,I9,445.81,N/A,N/A,
201,I9,445.89,N/A,N/A,
201,C4,33140,N/A,N/A,
201,C4,33510,N/A,N/A,
201,C4,33511,N/A,N/A,
201,C4,33512,N/A,N/A,
201,C4,33513,N/A,N/A,
201,C4,33514,N/A,N/A,
201,C4,33516,N/A,N/A,
201,C4,33517,N/A,N/A,
201,C4,33518,N/A,N/A,
201,C4,33519,N/A,N/A,
201,C4,33521,N/A,N/A,
201,C4,33522,N/A,N/A,
201,C4,33523,N/A,N/A,
201,C4,33533,N/A,N/A,
201,C4,33534,N/A,N/A,
201,C4,33535,N/A,N/A,
201,C4,33536,N/A,N/A,
201,C4,92980,N/A,N/A,
201,C4,92982,N/A,N/A,
201,C4,92995,N/A,N/A,
201,C4,99201,N/A,N/A,
201,C4,99202,N/A,N/A,
201,C4,99203,N/A,N/A,
201,C4,99204,N/A,N/A,
201,C4,99205,N/A,N/A,
201,C4,99211,N/A,N/A,
201,C4,99212,N/A,N/A,
201,C4,99213,N/A,N/A,
201,C4,99214,N/A,N/A,
201,C4,99215,N/A,N/A,
201,C4,99217,N/A,N/A,
201,C4,99218,N/A,N/A,
201,C4,99219,N/A,N/A,
201,C4,99220,N/A,N/A,
201,C4,99341,N/A,N/A,
201,C4,99342,N/A,N/A,
201,C4,99343,N/A,N/A,
201,C4,99344,N/A,N/A,
201,C4,99345,N/A,N/A,
201,C4,99347,N/A,N/A,
201,C4,99348,N/A,N/A,
201,C4,99349,N/A,N/A,
201,C4,99350,N/A,N/A,
201,C4,99455,N/A,N/A,
201,C4,99456,N/A,N/A,
201,HCPCS,G8588,N/A,N/A,
201,HCPCS,G8589,N/A,N/A,
201,HCPCS,G8590,N/A,N/A,
201,HCPCS,G8591,N/A,N/A,
201,HCPCS,G8592,N/A,N/A,
204,I9,410.11,N/A,N/A,
204,I9,410.21,N/A,N/A,
204,I9,410.31,N/A,N/A,
204,I9,410.41,N/A,N/A,
204,I9,410.51,N/A,N/A,
204,I9,410.61,N/A,N/A,
204,I9,410.71,N/A,N/A,
204,I9,410.81,N/A,N/A,
204,I9,410.91,N/A,N/A,
204,I9,411.0,N/A,N/A,
204,I9,411.1,N/A,N/A,
204,I9,411.81,N/A,N/A,
204,I9,411.89,N/A,N/A,
204,I9,413.0,N/A,N/A,
204,I9,413.1,N/A,N/A,
204,I9,413.9,N/A,N/A,
204,I9,414.00,N/A,N/A,
204,I9,414.01,N/A,N/A,
204,I9,414.02,N/A,N/A,
204,I9,414.03,N/A,N/A,
204,I9,414.04,N/A,N/A,
204,I9,414.05,N/A,N/A,
204,I9,414.06,N/A,N/A,
204,I9,414.07,N/A,N/A,
204,I9,414.2,N/A,N/A,
204,I9,414.8,N/A,N/A,
204,I9,414.9,N/A,N/A,
204,I9,429.2,N/A,N/A,
204,I9,433.00,N/A,N/A,
204,I9,433.01,N/A,N/A,
204,I9,433.10,N/A,N/A,
204,I9,433.11,N/A,N/A,
204,I9,433.20,N/A,N/A,
204,I9,433.21,N/A,N/A,
204,I9,433.30,N/A,N/A,
204,I9,433.31,N/A,N/A,
204,I9,433.80,N/A,N/A,
204,I9,433.81,N/A,N/A,
204,I9,433.90,N/A,N/A,
204,I9,433.91,N/A,N/A,
204,I9,434.00,N/A,N/A,
204,I9,434.01,N/A,N/A,
204,I9,434.10,N/A,N/A,
204,I9,434.11,N/A,N/A,
204,I9,434.90,N/A,N/A,
204,I9,434.91,N/A,N/A,
204,I9,440.1,N/A,N/A,
204,I9,440.20,N/A,N/A,
204,I9,440.21,N/A,N/A,
204,I9,440.22,N/A,N/A,
204,I9,440.23,N/A,N/A,
204,I9,440.24,N/A,N/A,
204,I9,440.29,N/A,N/A,
204,I9,440.4,N/A,N/A,
204,I9,444.01,N/A,N/A,
204,I9,444.09,N/A,N/A,
204,I9,444.1,N/A,N/A,
204,I9,444.21,N/A,N/A,
204,I9,444.22,N/A,N/A,
204,I9,444.81,N/A,N/A,
204,I9,444.89,N/A,N/A,
204,I9,444.9,N/A,N/A,
204,I9,445.01,N/A,N/A,
204,I9,445.02,N/A,N/A,
204,I9,445.81,N/A,N/A,
204,I9,445.89,N/A,N/A,
204,C4,33140,N/A,N/A,
204,C4,33510,N/A,N/A,
204,C4,33511,N/A,N/A,
204,C4,33512,N/A,N/A,
204,C4,33513,N/A,N/A,
204,C4,33514,N/A,N/A,
204,C4,33516,N/A,N/A,
204,C4,33517,N/A,N/A,
204,C4,33518,N/A,N/A,
204,C4,33519,N/A,N/A,
204,C4,33521,N/A,N/A,
204,C4,33522,N/A,N/A,
204,C4,33523,N/A,N/A,
204,C4,33533,N/A,N/A,
204,C4,33534,N/A,N/A,
204,C4,33535,N/A,N/A,
204,C4,33536,N/A,N/A,
204,C4,92980,N/A,N/A,
204,C4,92982,N/A,N/A,
204,C4,92995,N/A,N/A,
204,C4,99201,N/A,N/A,
