main_multum_drug_code,active_ingredient_code,ingredient_strength_code
9124,5063,6018
9124,8221,6608
9125,4307,6162
9126,4307,6504
9127,4133,6378
9128,4223,6591
9128,4318,6530
9128,5373,6528
9129,4119,6763
9129,5374,6001
9130,17565,6763
9131,17565,6389
9132,4451,6018
9133,8299,6222
9133,8300,6668
9134,4427,7033
9134,5285,6377
9135,4684,5746
9136,4684,17578
9137,4223,7012
9138,4861,5792
9139,17580,5976
9140,17580,6289
9141,4354,6494
9141,5285,6931
9141,17229,6380
9142,4146,17588
9143,5285,6085
9143,5395,6494
9143,16980,6380
9144,5285,6377
9144,5395,6488
9144,16980,6377
9145,5562,5753
9145,5710,5825
9146,4229,17600
9147,4119,6897
9147,7453,2562
9148,4538,6749
9150,4325,6710
9150,4412,6096
9150,4825,6857
9150,4952,6420
9150,5005,17606
9150,5321,6438
9150,5467,17605
9151,5226,6441
9152,5226,17608
9153,5226,6835
9154,5114,5925
9155,5114,6715
9156,4937,6488
9157,4484,6081
9158,4793,17616
9158,5476,17615
9158,5695,6012
9159,4835,17631
9159,5284,6931
9160,17645,5753
9161,5712,6712
9162,17635,6712
9163,17635,5976
9164,5092,5976
9165,5368,6346
9166,5368,6538
9167,5368,17643
9168,4119,6763
9168,4318,6894
9169,5439,6703
9169,5656,5966
9170,17646,6940
9171,4977,6597
9172,17649,6100
9173,4805,6009
9173,5285,6719
9174,4805,6306
9174,5285,6377
9175,4805,6306
9175,5285,6377
9175,5395,6856
9176,4805,6009
9176,5285,6719
9176,5395,6494
9177,16174,6762
9178,4330,6651
9178,5008,6306
9179,4330,6389
9179,5008,6504
9180,4356,6252
9180,17660,17038
9181,4187,6306
9182,4187,6651
9183,4805,6651
9183,5383,6088
9184,4805,6651
9184,5284,6488
9185,5044,6830
9186,5552,6242
9187,5552,6242
9188,4566,7859
9189,5429,6377
9190,5429,6579
9191,5429,6749
9192,4425,6252
9192,4599,6442
9192,5284,6931
9193,4598,6640
9194,4759,2562
9194,7416,2562
9195,4261,6435
9196,4261,6831
9197,4302,6252
9197,4566,6156
9197,5284,6931
9198,4703,6369
9198,17676,6950
9199,4723,6389
9199,4759,5923
9200,17580,6712
9201,17679,6001
9202,5484,15878
9203,17635,2562
9204,7422,2562
9205,4759,2562
9205,7461,2562
9206,17684,2562
9206,17685,2562
9207,4919,6162
9208,5656,5967
9208,12509,5967
9209,5488,6435
9210,4614,6846
9210,5556,6723
9211,4958,6152
9211,5155,17698
9212,4958,6152
9212,5155,6019
9213,4425,6252
9213,4566,6156
9213,5383,6156
9214,4684,17701
9214,4974,16177
9215,17708,6242
9216,8781,6377
9217,8781,6749
9218,5063,6768
9219,4425,6981
9219,5083,5935
9219,5284,6289
9220,5198,6834
9220,17711,6377
9221,5198,6073
9221,17711,6377
9222,5198,6073
9222,17711,6749
9223,5198,6834
9223,17711,6749
9224,5501,17715
9226,4966,6927
9227,4966,6336
9228,8672,5870
9229,7457,2562
9230,7457,2562
9231,5162,6883
9232,15777,6387
9233,4978,6434
9234,4838,5866
9234,4978,6435
9235,8736,2562
9236,4614,6157
9236,5556,5983
9237,4614,6253
9237,5556,5983
9238,4614,6253
9238,5556,6723
9239,4614,6253
9239,5556,6253
9240,5365,6703
9241,5365,5966
9242,4780,17727
9242,11833,17727
9242,12419,17726
9243,4350,6001
9244,17012,17732
9245,4261,7031
9246,4356,6981
9246,5083,6267
9246,5383,7040
9247,4356,6608
9248,5421,6641
9249,4612,6085
9249,4835,6252
9249,5284,6931
9250,4648,6306
9250,4805,6504
9251,4120,17753
9251,4168,6977
9251,4412,2562
9251,5294,5982
9251,5467,5975
9252,4120,6359
9252,4168,6277
9252,4412,6051
9252,4567,6704
9253,4120,6578
9253,4168,6620
9253,4412,6210
9253,4567,6704
9254,4120,6578
9254,4168,6620
9254,4412,6210
9254,4567,5967
9255,4120,6578
9255,4168,6620
9255,4412,6210
9255,4567,6283
9256,4120,6578
9256,4168,6620
9256,4412,6210
9256,4567,6370
9257,4120,6667
9257,4168,6704
9257,4412,6287
9257,4567,6144
9258,4120,6667
9258,4168,6704
9258,4412,6287
9258,4567,6283
9259,4120,6667
9259,4168,6704
9259,4412,6287
9259,4567,6370
9260,4120,17519
9260,4168,6277
9260,4325,6623
9260,4412,6592
9260,4567,6704
9260,5005,6710
9260,5295,17754
9260,5321,6484
9260,5467,6558
9261,4120,17519
9261,4168,6277
9261,4325,6623
9261,4412,6592
9261,4567,5967
9261,5005,6710
9261,5295,17754
9261,5321,6484
9261,5467,6558
9262,4120,6936
9262,4168,6620
9262,4325,6623
9262,4412,6592
9262,4567,6704
9262,5005,6710
9262,5295,17754
9262,5321,6484
9262,5467,6558
9263,4120,6936
9263,4168,6620
9263,4325,6623
9263,4412,6592
9263,4567,5967
9263,5005,6710
9263,5295,17754
9263,5321,6484
9263,5467,6558
9264,4120,6936
9264,4168,6620
9264,4325,6623
9264,4412,6592
9264,4567,6370
9264,5005,6710
9264,5295,17754
9264,5321,6484
9264,5467,6558
9265,4120,6999
9265,4168,6704
9265,4325,6623
9265,4412,6592
9265,4567,6144
9265,5005,6710
9265,5295,17754
9265,5321,6484
9265,5467,6558
9266,4120,6999
9266,4168,6704
9266,4325,6623
9266,4412,6592
9266,4567,6283
9266,5005,6710
9266,5295,17754
9266,5321,6484
9266,5467,6558
9267,4120,6999
9267,4168,6704
9267,4325,6623
9267,4412,6592
9267,4567,6370
9267,5005,6710
9267,5295,17754
9267,5321,6484
9267,5467,6558
9268,4120,6999
9268,4168,6704
9268,4325,6623
9268,4412,6592
9268,4567,6556
9268,5005,6710
9268,5295,17754
9268,5321,6484
9268,5467,6558
9293,17758,6289
9302,17775,6763
9304,17781,6548
9348,5013,6357
9350,4177,6001
9376,17790,5978
9380,7432,2562
9409,4356,17827
9447,4127,6283
9478,17856,6763
9488,4180,6712
9488,4226,6640
9489,4180,6712
9489,4226,7001
9490,4180,5976
9490,4226,6640
9491,4180,5976
9491,4226,7001
9492,4180,6712
9492,4226,5976
9493,4180,6712
9493,4226,6289
9496,4180,5976
9496,4226,5976
9497,4180,5976
9497,4226,6289
11034,15887,6743
11035,15887,17949
11036,15887,6087
11037,15887,17950
11038,17947,6250
11039,4302,5925
11039,5383,6082
11040,4302,5925
11040,4566,6441
11040,5383,6082
11041,4302,6252
11041,4566,6719
11041,4805,6755
11041,5284,6719
11042,4805,6867
11042,5332,6504
11043,4805,6581
11043,5284,6289
11044,4566,6749
11044,4805,6651
11044,5332,6306
11071,4566,6380
11071,4805,17972
11071,5284,6085
11072,4566,6488
11072,4805,6867
11072,5284,5976
11117,4485,5916
11154,16711,6641
11170,5605,6001
11174,5605,6306
11176,5605,6504
11182,4356,5925
11182,4566,6250
11182,5284,6250
11191,20613,5981
11204,17779,6651
11214,16243,6270
11263,4555,6252
11263,4566,6295
11263,5284,5981
11264,4555,6834
11264,4566,6488
11264,5284,6289
11272,4566,6715
11272,4805,6751
11272,5284,6268
11287,4805,6009
11287,4835,6270
11287,5284,6931
11290,4805,6009
11290,4835,6270
11322,5044,6703
11334,5306,6597
11334,5391,5841
11345,4821,18083
11354,18086,6378
11355,4823,6285
11356,4823,5973
11357,4330,6814
11357,5013,6057
11358,4330,18094
11358,5013,6122
11359,5709,5966
11360,4612,6243
11360,5706,5774
11361,4612,6242
11361,5706,5773
11362,4612,5915
11362,5706,5773
11363,4966,6488
11364,4647,5774
11385,5448,5935
11397,5103,6377
11398,18132,6572
11399,18132,6222
11400,5601,6749
11401,4119,6763
11401,4612,6081
11401,5383,6488
11402,18133,6488
11403,18133,6856
11404,18133,7040
11405,12509,5966
11406,12509,5966
11497,4637,6608
11498,4637,6981
11526,4244,18184
11526,4367,18185
11526,5647,18186
11527,4318,18182
11527,5472,18183
11573,4245,6434
11575,4245,6738
11578,4245,7063
11593,16189,18223
11650,4629,18261
11653,4245,18267
11670,4245,7063
11676,4875,6001
11701,4805,6755
11730,4425,6249
11730,5383,6152
11731,5044,5941
11732,4759,5923
11732,7464,2562
11733,4611,18301
11739,5198,5976
11741,5710,6339
11747,4805,6651
11747,5284,6152
11749,4805,6306
11749,5284,6927
11754,18314,18316
11757,5299,6927
11758,4400,6712
11759,4400,5976
11788,4261,18335
11788,5656,5966
11789,4261,18336
11789,5656,5966
11790,4261,17795
11790,5656,5967
11791,4261,18336
11791,5656,5966
11792,4261,17795
11792,5656,5967
11793,4261,6993
11793,5656,5967
11794,18339,5976
11795,18339,6289
11796,18339,6488
11797,18339,6640
11798,7864,20497
11799,7864,20498
11830,4246,5976
11891,7863,18815
11957,4425,6073
11957,5383,6001
11991,4566,18449
11991,4805,6867
11992,4848,6184
12054,5129,6303
12085,18123,6951
12109,5136,6488
12110,5136,6152
12111,5136,5976
12120,4484,6377
12121,4484,6001
12122,18121,6307
12123,18121,7869
12124,18121,6505
12134,8574,6018
12216,4119,6018
12291,5566,6389
12307,5413,6377
12320,4847,6556
12322,4471,5753
12323,8090,5862
12324,5365,6976
12325,5365,6596
12333,18596,6014
12334,4119,6539
12334,4835,6929
12335,4566,6152
12336,4684,5758
12355,4642,5966
12367,5622,5833
12369,4320,6435
12369,5341,5916
12371,5044,6242
12391,5439,6434
12396,4832,18625
12400,4119,6538
12400,4318,6749
12400,5290,6289
12400,5438,6389
12405,5063,6018
12414,4115,16891
12415,5274,7063
12416,5451,6264
12417,18639,6001
12418,4648,6009
12418,4805,6755
12419,4648,6306
12419,4805,6001
12420,18641,6306
12421,17775,6389
12422,4725,2562
12422,4759,2562
12422,5687,2562
12423,18643,5978
12424,4958,6488
12425,12023,18648
12426,5552,6377
12427,5552,6749
12428,4835,6712
12428,4862,6306
12429,4305,17162
12429,4722,17167
12429,5476,5907
12430,5585,5866
12431,5201,6289
12436,4256,6282
12455,4425,6613
12455,4490,6295
12522,4805,6018
12522,5383,6856
12524,4566,6488
12524,4805,6018
12524,5383,6856
12552,7416,2562
12553,4229,5761
12553,4257,7033
12553,4861,5761
12553,5069,7013
12553,5090,5988
12553,5281,6569
12555,5656,6737
12556,5656,6556
12574,4415,5865
12574,5229,5966
12574,5656,5966
12575,4834,6377
12575,7789,7001
12576,15320,2562
12578,4566,6856
12578,4805,6867
12578,5284,6640
12594,5311,2562
12595,4614,6846
12595,5558,6723
12596,4822,6382
12597,4822,6945
12598,4822,6758
12599,4822,6138
12600,4812,5971
12600,5558,6358
12601,4812,6926
12601,5161,6097
12602,4616,6371
12602,4812,5971
12611,4187,6867
12612,4368,6100
12613,4368,6230
12614,4368,6389
12615,4368,6581
12618,8230,5868
12620,18746,6100
12621,18746,6389
12630,7863,18734
12631,7863,18735
12632,7863,18736
12634,17040,6763
12635,5465,5976
12635,17026,5976
12636,5465,6289
12636,17026,5976
12637,5465,6640
12637,17026,5976
12638,5465,7001
12638,17026,5976
12640,4286,2562
12640,5316,18741
12640,5326,18744
12640,5473,18742
12640,5476,18743
12641,5316,5990
12642,4119,6504
12642,5289,6289
12642,5438,6306
12643,4119,6504
12643,5289,6289
12643,5438,6306
12644,4119,6763
12644,5290,6488
12647,5639,5937
12648,5383,6680
12648,5639,5937
12651,16193,6504
12651,17421,6306
12652,5170,6596
12653,5170,6596
12654,4567,6704
12654,4732,6309
12655,4567,6704
12655,4732,6655
12657,4956,6504
12657,7865,6867
12658,17231,6712
12660,18760,6289
12661,18760,6488
12662,18760,6856
12663,4426,17038
12663,4565,6494
12663,5382,6494
12664,4805,6311
12664,18766,6494
12665,4426,17038
12665,5382,6494
12666,4119,6539
12666,4311,6754
12666,4318,18768
12667,4119,6960
12667,4311,6749
12667,4318,6640
12668,17813,6749
12669,4354,6494
12669,5285,6494
12670,4805,6651
12670,5383,7040
12671,4302,6442
12671,4835,6270
12671,5383,6494
12672,5184,6153
12673,4566,6488
12673,4805,6897
12674,4566,6377
12674,4805,6814
12674,5284,6289
12675,18779,5925
12676,4805,6867
12676,5284,5976
12677,4805,6897
12677,5284,6377
12683,4837,6242
12683,4903,5915
12684,4838,6242
12684,5341,5915
12688,4805,6651
12692,4805,6867
12692,14872,6856
12735,4119,6504
12735,4835,5976
12736,4759,5927
12736,5682,2562
12736,7441,2562
12738,4425,6981
12738,5083,6267
12738,5284,6377
12739,4425,6249
12739,5083,5935
12739,5284,6152
12741,5709,6630
12749,4356,6442
12749,4566,6156
12749,5383,6156
12750,4356,6252
12750,5383,18821
12751,4355,6377
12751,4971,6001
12752,4355,5976
12752,4971,6001
12753,4355,6377
12753,4971,6389
12754,4425,6270
12754,4835,5956
12754,5383,6295
12755,4556,6252
12755,4835,6613
12755,5284,6719
12758,4805,7043
12758,4835,6442
12759,4835,6442
12759,5383,6156
12763,4119,6193
12764,4119,7001
12766,4134,5774
12767,4119,6020
12767,4566,6493
12767,4644,15855
12768,4566,6927
12769,4256,5967
12772,4562,6831
12772,4567,6704
12782,4245,18274
12783,4256,6282
12784,4325,2562
12784,4412,2562
12784,4567,6264
12784,4952,2562
12784,5321,2562
12784,5467,2562
12793,5229,5967
12793,5656,5967
12794,12492,5990
12799,5476,6434
12802,5050,6291
12802,18847,6746
12804,4119,6020
12804,4566,6493
12811,4566,6085
12824,4168,6831
12825,4168,5967
12827,4119,6020
12827,4566,6493
12827,5383,6862
12828,4221,6763
12828,4284,2562
12839,4119,6538
12839,4566,6152
12839,5383,6488
12859,4119,6538
12859,4566,6152
12859,4644,6838
12859,5383,6488
12882,4119,6897
12882,5284,5976
12931,5439,6434
12935,4326,6867
12935,5688,6648
12951,4256,6282
12956,4343,2562
12956,5044,2562
12957,5274,5866
13002,4848,6528
13006,4286,2562
13006,5011,2562
13011,4566,6295
13011,4805,6009
13011,5284,5981
13014,4698,6482
13014,4974,5802
13015,18938,6082
13016,4198,18940
13016,4984,6198
13016,5378,18940
13017,4770,6001
13018,4770,6504
13019,4770,6651
13026,8043,18954
13028,5092,6267
13029,5092,6712
13030,5092,5976
13031,5092,6719
13032,5092,5981
13033,4612,6085
13033,4835,6467
13033,5284,6719
13034,4829,6749
13035,4805,6009
13035,5284,5981
13035,14872,6295
13042,4425,6981
13042,5083,6267
13042,5284,6640
13055,4484,6749
13071,4792,2562
13074,18979,6389
13075,18979,6763
13079,4726,6222
13079,5383,6365
13089,15004,6712
13090,15004,5976
13106,4566,6152
13108,4612,6081
13109,4612,6377
13110,5285,6295
13110,16980,6295
13110,17547,6983
13113,4566,6289
13113,4805,7009
13113,5284,6289
13115,4566,6488
13115,4805,6090
13115,5284,6488
13116,4566,6289
13116,4805,6090
13141,4469,5915
13158,4972,6378
13189,15913,6981
13190,15913,6184
13191,15913,6360
13192,4261,6703
13192,4467,5915
13193,4261,5966
13193,4467,5915
13197,4425,6613
13197,5083,5937
13197,5284,5981
13198,4425,6981
13198,5083,6267
13199,4372,6391
13201,4801,5780
13202,4177,6504
13203,12032,16964
13204,12032,19065
13205,5501,17715
13206,5501,6712
13207,4183,5966
13208,5656,5967
13208,12509,5967
13209,4261,6843
13209,5656,5966
13210,4261,6844
13210,5656,5967
13211,4261,6844
13211,5656,5967
13212,5284,5976
13213,5043,6951
13214,5534,6703
13214,12509,5966
13215,5043,6951
13216,4805,6823
13216,4835,6712
13217,4805,6802
13217,5383,6749
13218,4566,6488
13218,4805,6823
13218,5383,6377
13219,4805,6165
13219,4835,6270
13219,5284,17038
13220,4805,6867
13220,4835,6712
13221,19073,6377
13222,19073,6001
13223,19073,6162
13224,4573,6267
13225,4573,5976
13226,4573,6152
13227,4573,6289
13228,7788,6751
13229,5656,6630
13230,19082,6712
13231,19082,5976
13232,19083,6506
13233,5056,6763
13234,4566,6856
13234,4805,6018
13234,5284,6640
13235,4284,6389
13236,4320,6434
13236,5342,5915
13238,4862,6651
13238,5216,6712
13239,4161,5990
13240,4410,6712
13240,5083,6267
13241,4151,2562
13242,4411,6283
13243,5120,6927
13244,7472,2562
13245,4180,6267
13245,4226,5976
13246,4180,6267
13246,4226,6289
13247,4180,6267
13247,4226,6640
13248,4482,5990
13249,4723,7040
13250,19097,6838
13251,19105,16600
13252,19106,5835
13253,4356,6981
13253,5284,6640
13254,4159,19180
13254,4612,19181
13254,4978,19182
13254,5013,19180
13254,5464,19183
13255,19107,5923
13256,19107,6249
13257,19107,6440
13258,19114,6927
13259,19114,6152
13260,4838,5865
13260,4978,6434
13261,7458,2562
13262,19115,6374
13263,19115,5999
13264,19116,5925
13265,4997,5866
13265,5590,5834
13266,4759,5923
13266,7464,2562
13267,4169,6018
13268,19138,5973
13269,17034,5925
13270,5442,6763
13271,4759,5923
13271,7464,2562
13272,4759,5857
13272,7464,2562
13273,4759,5901
13273,7464,2562
13274,4759,6267
13274,7464,2562
13276,4759,5923
13276,7464,2562
13277,4302,6252
13277,4835,6270
13277,5284,6931
13278,4229,5759
13278,4861,19166
13278,5272,6695
13278,5445,5730
13279,4566,6289
13279,4805,6651
13280,5201,6640
13282,4718,19173
13283,4718,19174
13284,4718,6116
13285,19175,6001
13286,19178,19172
13287,5365,6001
13288,5365,6749
13289,18791,6307
13290,18792,6307
13291,5439,6830
13292,5439,6831
13293,5451,6257
13294,4722,17167
13294,19197,5813
13295,4722,17169
13295,5476,5907
13295,19197,17162
13296,4722,17169
13296,5476,5907
13296,19197,5774
13297,4722,19198
13297,5476,5907
13297,19197,5774
13298,4722,17167
13298,5476,5907
13298,19197,5790
13299,4722,19271
13299,5476,5907
13299,19197,5774
13300,5544,6336
13301,19205,2562
13302,4698,18722
13302,5187,5870
13304,4566,6380
13304,4805,6347
13305,4805,7044
13305,5284,6377
13306,4805,6090
13306,5284,6377
13307,4805,6347
13307,4835,6270
13307,5284,5981
13308,4957,2562
13309,4957,2562
13310,4957,2562
13311,4153,5829
13312,4153,5870
13313,4153,5923
13314,4153,6249
13315,5656,6631
13316,5015,6867
13317,4119,6538
13318,4119,6763
13319,4198,6488
13319,4390,6249
13319,4861,5763
13319,4984,6093
13319,5290,6152
13319,5378,6834
13320,4425,6252
13320,5284,6931
13320,5394,6085
13321,17547,6983
13322,4221,6001
13323,4221,6389
13324,4221,6389
13325,4223,7012
13326,4318,6116
13327,4318,6306
13328,4330,6389
13329,7422,2562
13330,7422,2562
13331,5708,6749
13332,19221,6763
13332,19222,6651
13333,19221,6763
13333,19222,6651
13334,5656,6737
13335,5710,6057
13336,4805,6009
13336,14872,6295
13337,4805,7009
13337,5284,6289
13338,5284,6931
13339,4302,6252
13339,5284,6931
13340,4514,19226
13341,16916,6715
13342,4354,6494
13342,5285,6931
13342,17547,6613
13343,5534,6704
13343,12509,5967
13344,5285,6295
13344,17547,6074
13346,4412,6359
13346,4567,5967
13346,4952,6350
13346,5005,6438
13346,5294,6438
13346,5321,6287
13346,5467,6376
13347,4838,5865
13347,4978,6434
13356,4605,6749
13362,19233,6640
13364,19234,6014
13365,4832,18409
13374,4805,6090
13374,5284,6488
13376,4805,6958
13376,14872,6295
13377,5409,6257
13378,4152,5923
13383,4423,5865
13383,11779,19246
13401,4895,2562
13427,4127,6867
13470,5709,6478
13486,5562,5753
13486,19304,5916
13487,5562,5753
13487,19304,5881
13488,4115,6773
13562,4739,5773
13567,5472,5967
13567,19292,5967
14196,4566,6719
14324,4921,6856
14338,7467,2562
14339,4756,6672
14340,4756,6056
14341,4756,6338
14343,4221,6749
14343,4921,6162
14344,5229,19444
14344,5656,5966
14345,4860,5788
14345,5069,6001
14345,5090,5988
14345,5281,6640
14345,5474,6647
14346,19447,6166
14347,19447,21284
14365,17646,6751
14504,4256,6283
14505,7434,6018
14506,5284,5976
14507,5384,6365
14507,16243,6712
14564,4976,5776
14592,4976,6372
14608,4976,5754
14619,4976,5767
14639,5223,19544
14639,5476,5907
14641,5365,6306
14642,5365,6651
14652,5434,2562
14662,19567,6749
14666,19801,17374
14679,4119,6540
14679,4566,5981
14679,4612,6085
14703,4256,6282
14704,4471,5753
14729,4256,6283
14760,4331,19731
14760,5009,19732
14760,5476,19729
14760,5487,19730
14760,19728,6925
14762,18779,6267
14763,18779,6162
14772,19649,6001
14773,19649,6162
14774,19649,6306
14775,19649,6377
14776,19649,6504
14777,19649,6749
14778,19649,6954
14797,19664,6306
14801,4299,19674
14812,4256,6924
14848,19722,5870
14849,19722,5923
14850,19722,5756
14861,16841,6927
14865,19743,6488
14865,19744,6608
14866,5032,19742
14867,4531,19295
14869,4531,19749
14870,4531,19751
14871,4531,19753
14873,4531,19786
14875,4659,19758
14876,4659,19759
14877,4659,7000
14878,4659,19762
14885,4659,19757
14886,19233,6289
14887,4146,15798
14887,4434,19796
14888,4738,19798
14889,5129,6338
14890,22951,6249
14891,22951,6608
14892,22951,6834
14893,17635,6250
14894,19806,19807
14895,19812,17644
14896,4966,6679
14897,4115,6168
14898,4614,19816
14898,5262,19817
14898,5556,6723
14899,16025,6489
14903,17421,5978
14905,16268,19932
14906,16268,19933
14907,16268,19934
14916,4403,6121
14918,4425,6073
14918,5083,6267
14918,5284,6289
14919,4290,6409
14920,7481,6002
14921,4119,6197
14921,4302,5927
14921,4566,6719
14921,5383,6156
14922,4721,20130
14923,4119,6538
14923,5374,6001
14924,20134,20135
14925,12032,6749
14926,16208,6712
14927,16208,5976
14928,16208,6289
14929,5234,17798
14930,5234,19449
14931,5234,20154
14932,4416,6243
14933,4416,6435
14934,4305,5825
14935,4305,5866
14936,4305,5895
14937,4305,5825
14937,4665,6708
14938,4305,5866
14938,4665,6708
14939,4305,5895
14939,4665,6708
14940,4978,5866
14941,4978,5916
14942,4978,5945
14943,4978,6243
14944,4978,6597
14945,5050,5916
14946,5050,5945
14947,5050,6243
14948,4663,5873
14948,4978,5945
14949,4663,5873
14949,4978,5916
14950,4663,5873
14950,4978,6243
14951,5460,6289
14953,20159,6073
14954,4119,6538
14954,4805,6306
14954,5383,6488
14955,4238,6241
14956,4737,19212
14957,20166,6749
14958,4614,6253
14958,5262,20167
14958,5556,6723
14962,4976,17950
14963,4571,6903
14963,4572,5967
14965,7864,20499
14971,4567,6704
14971,5223,20181
14972,5223,20181
14972,5476,5907
14973,5223,19543
14973,5476,5907
14974,4567,6704
14974,5223,19543
14974,23470,2562
14975,20182,6389
14976,4556,17264
14976,5083,5923
14976,5383,6679
14977,4834,6377
14977,4917,6504
14978,4833,6579
14978,4934,6289
14979,4977,15798
14979,5559,15798
14980,4302,7033
14980,5383,7040
14981,4459,20188
14982,15490,6856
14984,16174,20208
14985,16174,20197
14986,16174,20199
14987,16174,20207
14988,16174,20209
14989,16174,20210
14990,16174,20211
14991,16174,20212
14995,4330,20217
15004,5036,19362
15005,4567,6704
15005,5223,19544
15005,23470,2562
15006,5105,5915
15007,4536,6703
15008,4265,7065
15050,4916,20322
15051,20324,6981
15059,4119,6763
15059,4644,2562
15059,5383,6488
15060,4119,6538
15060,4425,2562
15060,4565,6152
15060,5383,6488
15061,4119,6763
15061,4566,6152
15061,4612,6377
15061,5383,6488
15062,4119,6538
15062,4566,5976
15062,5282,6712
15063,4119,6538
15063,4566,6152
15063,4644,6838
15072,4425,6270
15072,4835,6467
15072,5284,6983
15073,4425,6270
15073,4835,5956
15073,5383,18821
15082,4356,5951
15083,4356,6442
15083,4566,6156
15083,5383,6085
15084,4356,6252
15084,5383,6085
15085,4566,6156
15085,4805,6311
15085,5383,20365
15118,20402,20411
15126,20417,5923
15174,4945,5916
15175,4992,20457
15176,4805,6504
15176,4835,6712
15177,4425,6249
15177,4835,6712
15177,5383,6488
15178,4741,5828
15178,7466,2562
15181,4325,6763
15181,5688,6299
15185,5635,6306
15186,4343,5866
15186,5044,5866
15187,4168,6283
15188,4848,20478
15188,5476,5907
15189,19649,6346
15190,4330,6104
15190,5428,6559
15191,4286,2562
15191,5474,2562
15191,5491,2562
15192,20483,18768
15193,20485,5774
15194,4119,6020
15194,4612,20486
15195,4356,6250
15195,5284,6250
15196,4356,6250
15196,4566,6441
15196,5284,6250
15197,5385,20493
15197,17660,20491
15198,5385,20493
15198,16980,20492
15198,17660,20491
15199,5455,20496
15200,4119,6763
15200,4612,6749
15201,4119,6538
15201,5284,6712
15202,4837,5915
15203,5267,7061
15204,20500,5925
15205,5063,6763
15205,8258,6152
15206,5063,7024
15206,8258,6152
15207,4566,6156
15207,4805,6009
15207,5284,6719
15208,4566,6609
15208,4805,6291
15208,5383,5978
15209,4566,6856
15209,4805,7009
15209,5383,6088
15210,4805,7009
15210,5383,6088
15211,20506,5978
15212,20509,7001
15216,4805,6090
15216,4835,5976
15218,4119,6538
15218,4318,6001
15218,4928,6894
15219,5713,6838
15220,5713,6081
15221,4805,6311
15221,4835,17038
15221,5383,6680
15222,4245,18914
15223,5665,2562
15223,7408,2562
15223,7418,2562
15223,7419,2562
15224,15839,6716
15227,8050,2562
15228,20522,2562
15231,15062,2562
15232,16243,6267
15233,4838,5915
15233,4978,6434
15234,4425,5927
15234,4862,6009
15234,5383,6156
15235,4425,6252
15235,4835,17038
15235,5284,6074
15236,4805,20534
15236,5284,6377
15237,4120,20537
15237,4168,6144
15238,17173,5862
15239,17173,5908
15240,17173,15953
15241,4566,19278
15241,4805,6018
15243,4132,5990
15244,4153,5990
15245,4159,5990
15246,4169,5990
15247,4177,5990
15248,17720,5990
15249,17790,5990
15250,15787,5990
15251,4245,5990
15252,4249,5990
15253,20543,6389
15254,20543,6389
15255,4306,5990
15256,4308,5990
15257,4329,5990
15258,4347,5990
15259,4355,5990
15260,4405,5990
15261,4406,5990
15262,4418,5990
15263,4429,5990
15264,4433,5990
15265,4448,5990
15266,4456,5990
15267,4331,5990
15268,4334,5990
15269,4337,5990
15270,4464,5990
15271,4475,5990
15272,4533,5990
15273,4551,5990
15274,4553,5990
15275,4556,5990
15276,4587,5990
15277,5229,5990
15278,4595,5990
15279,5230,5990
15280,5237,5990
15281,4597,5990
15282,4604,5990
15283,4605,5990
15284,5253,5990
15285,4612,5990
15286,5254,5990
15287,4629,5990
15288,5257,5990
15289,4639,5990
15290,5259,5990
15291,4646,5990
15292,5261,5990
15293,4650,5990
15294,4244,5990
15295,4652,5990
15296,4660,5990
15297,4671,5990
15298,4672,5990
15299,5267,5990
15300,5275,5990
15301,5276,5990
15302,4713,5990
15303,4720,5990
15304,5278,5990
15305,5280,5990
15306,4723,5990
15307,4724,5990
15308,4725,5990
15309,4759,5990
15310,4769,5990
15311,4783,5990
15312,8097,5990
15313,4790,5990
15314,16990,5990
15315,5656,6738
15316,4805,5990
15317,4816,5990
15318,4826,5990
15319,4833,5990
15320,4834,5990
15321,4856,5990
15322,4858,5990
15323,4859,5990
15324,4861,5990
15325,4862,5990
15326,4870,5990
15327,4873,5990
15328,4877,5990
15329,4916,5990
15330,4931,5990
15331,4932,5990
15332,4937,5990
15333,4938,5990
15334,4941,5990
15335,4950,5990
15336,4955,5991
15337,7436,5990
15338,4960,5990
15339,4986,5990
15340,5009,5990
15341,5029,5990
15342,5036,5990
15343,5060,5990
15344,5063,5990
15345,5087,5990
15346,5090,5990
15347,5093,5990
15348,5103,5990
15349,7877,5990
15350,5143,5990
15351,5147,5990
15352,5150,5990
15353,5169,5990
15354,5171,5990
15355,5174,5990
15356,5175,5990
15357,5179,5990
15358,5192,5990
15359,5179,5990
15360,5710,5990
15361,5708,5990
15362,5609,5990
15363,5284,5990
15364,5292,5990
15365,5322,5990
15366,5324,5990
15367,5615,5990
15368,5613,5990
15369,5345,5990
15370,5348,5990
15371,5349,5990
15372,5351,5990
15373,4684,5923
15373,16073,5870
15374,4805,7044
15374,5284,6488
15375,5367,5990
15376,5383,5990
15377,5424,5990
15378,5463,5990
15379,5468,5990
15380,4756,5753
15381,7864,20570
15382,7864,20571
15383,4920,20572
15384,5476,5990
15385,5486,5990
15388,5482,5990
15389,5506,5990
15390,5517,5990
15391,5519,5990
15392,5548,5990
15393,4387,5912
15393,4978,5916
15394,4387,6763
15394,4978,5916
15395,5566,5990
15396,5591,5990
