main_multum_drug_code,active_ingredient_code,ingredient_strength_code
3215,5572,6749
3216,5476,6353
3217,5614,5978
3218,5572,6001
3219,5614,6441
3220,5572,6162
3221,5526,6763
3222,5572,6306
3223,5614,6641
3224,5310,6267
3225,5571,6380
3226,5476,6132
3227,5571,6009
3228,4740,5825
3228,5370,5866
3229,4609,5875
3230,5526,7002
3230,5633,6185
3232,4609,5976
3233,5478,6641
3233,5484,6489
3234,5526,6311
3234,5633,6643
3235,4609,6289
3236,7420,5774
3239,7403,5773
3240,5526,6651
3240,5633,7001
3241,7403,5825
3242,5526,7009
3242,5633,6193
3243,5484,5978
3244,5484,6489
3245,7403,5774
3245,12509,5967
3246,5527,5929
3249,5312,5866
3250,5527,6143
3252,5528,6763
3253,5528,6763
3254,5530,6001
3255,5530,6306
3256,5531,6763
3257,5532,6768
3258,5318,6784
3259,5535,6162
3260,5535,6306
3261,5536,6377
3262,5318,6027
3262,5634,5925
3263,5536,6833
3264,5536,6833
3265,5537,5916
3266,5538,5976
3267,5538,6289
3268,5538,6488
3269,5538,6640
3270,5539,5923
3271,5539,6712
3272,5539,6715
3273,20613,5976
3274,5544,6927
3275,5544,6152
3276,5544,6488
3277,5545,5978
3279,5546,6249
3280,5546,5923
3281,5546,6712
3282,5546,5976
3283,5547,5915
3284,5548,5816
3285,5548,5816
3286,5548,5925
3287,5548,6267
3288,5548,6712
3289,5550,6856
3290,5573,6152
3292,5574,5923
3293,5574,6249
3294,5574,6712
3296,5574,5976
3297,5574,6289
3298,5575,5976
3299,5575,6715
3300,5578,6025
3301,5578,6317
3302,5578,6776
3303,5578,6025
3304,5578,6317
3305,5578,6781
3306,5578,6021
3307,5578,6776
3308,5579,6152
3309,5579,6488
3310,5579,6856
3311,5579,6894
3312,5579,7040
3313,5579,6088
3314,5579,6116
3315,5579,6222
3316,5579,6365
3317,5579,6504
3318,5581,5912
3319,5581,6433
3320,5581,6281
3321,5581,6477
3322,5582,6389
3323,4552,5721
3324,5584,5825
3325,5584,5866
3326,4552,5747
3327,5585,5825
3328,5585,5866
3329,5585,5825
3330,5585,5866
3331,5585,6712
3332,5585,5976
3333,5585,6289
3334,4554,5773
3335,5586,6843
3336,5626,5978
3337,5626,6291
3338,5627,5916
3339,5628,6249
3340,5628,6712
3341,5628,6252
3342,5629,6267
3343,5629,6270
3344,4552,5925
3344,5163,6466
3344,5318,6027
3345,5630,6162
3346,5630,6504
3347,5632,6001
3348,5632,6389
3349,4552,5924
3349,5163,6465
3349,5317,6026
3350,5632,6002
3351,5614,5734
3352,5614,5773
3353,4256,6242
3353,5632,6001
3355,5614,5865
3356,5614,5735
3357,5633,6001
3358,5614,5774
3359,5633,6306
3360,5614,5734
3362,5635,6377
3363,5614,5773
3364,5636,6001
3365,5636,6377
3366,5636,6749
3367,4554,5779
3368,5637,6712
3369,4554,5779
3370,5614,5865
3371,5638,6377
3372,5638,6749
3373,5614,5799
3374,5643,6389
3375,5644,6470
3376,5645,5866
3377,5645,5916
3378,5615,6641
3380,7401,2562
3380,7402,2562
3381,5615,6378
3382,5649,6441
3383,7401,2562
3383,7402,2562
3384,5652,6960
3385,5616,6715
3386,5655,5923
3387,5616,6291
3389,5656,6331
3390,5656,6630
3391,5656,6737
3392,4554,5774
3392,5163,5845
3393,5617,6001
3394,5617,6749
3395,5657,6159
3396,5657,6951
3397,4554,5871
3397,5163,6465
3398,5618,5791
3399,5658,6402
3400,5618,5829
3401,5658,6773
3402,5658,7050
3403,4554,5924
3403,5163,6465
3404,4612,6377
3405,5659,6504
3406,4612,6749
3407,5619,6249
3408,5619,6608
3410,5660,6763
3411,4612,5978
3412,5319,5923
3413,5319,6249
3414,5662,6389
3415,5319,6608
3416,5623,6389
3417,5662,6391
3418,4612,6751
3419,5624,5967
3420,4612,6085
3421,5664,6100
3422,4612,6377
3423,5664,6389
3424,5664,5912
3425,4612,6749
3426,5664,6702
3427,5664,5965
3428,4552,5774
3428,5590,5834
3429,5664,6763
3430,5319,5870
3430,5345,5923
3431,5319,5870
3431,5345,6249
3432,4567,6704
3432,5664,6765
3433,5319,5870
3433,5345,6712
3434,5625,5978
3436,4552,5773
3436,5590,5833
3437,5625,6250
3438,5625,5923
3439,5625,6249
3440,5625,6712
3441,5625,5976
3442,5666,6103
3443,5666,6884
3444,5319,6249
3444,5417,5829
3445,4555,6834
3445,5384,6088
3446,5667,6298
3447,4615,6317
3448,4556,6249
3449,5668,5976
3450,5668,6289
3451,4556,6252
3452,4556,6608
3453,4556,6834
3454,5322,6247
3455,5322,6605
3456,5669,6001
3457,5669,6377
3458,5669,6579
3459,5669,6749
3460,5669,6954
3461,4556,6252
3461,4805,6009
3461,5384,6295
3462,5322,5867
3462,5324,5867
3462,5328,5867
3463,4558,6390
3464,4559,6763
3465,5323,6763
3466,4560,6163
3467,4564,6712
3468,4579,7065
3469,4564,6152
3470,4564,5976
3471,4579,7065
3472,5324,6375
3474,4564,6712
3476,4564,5976
3477,4566,6152
3477,4805,6504
3478,4566,5981
3478,4805,6009
3479,5326,5947
3481,5326,6247
3483,5326,6305
3484,5326,6439
3485,5326,6485
3486,5326,6636
3487,4545,6012
3488,5326,5974
3489,5326,5974
3490,5326,6286
3491,5326,6979
3492,5326,6286
3493,4561,5967
3493,5476,5909
3495,5326,6486
3496,5326,6637
3497,5326,6150
3498,4561,5967
3498,4567,6704
3499,5326,6375
3500,5326,6848
3501,4595,6389
3502,5326,6979
3503,5326,6286
3504,5326,6288
3505,5331,6763
3507,5326,6248
3507,5476,5907
3508,5326,6606
3508,5476,5907
3509,4614,6086
3509,4811,5971
3509,5263,6614
3509,5556,6723
3509,5558,6358
3510,5328,5974
3511,5328,6709
3512,5330,6288
3518,5337,6444
3519,5339,5912
3520,5343,5976
3521,5343,6289
3522,5343,6640
3523,5344,6867
3524,4614,6846
3524,5262,6688
3524,5556,6723
3525,5345,5923
3526,5345,6249
3527,5345,6712
3528,5346,5773
3529,7421,2562
3530,5347,6156
3531,5347,6712
3532,5348,6378
3533,5348,6641
3534,5348,6751
3535,5348,7002
3536,5349,6291
3537,16516,6719
3538,4614,6157
3538,5556,5983
3539,5348,5812
3539,12509,5966
3540,5348,5824
3540,12509,5966
3541,5348,5865
3541,12509,5966
3542,5348,5813
3542,12509,5967
3543,5348,5825
3543,12509,5967
3544,5348,5866
3544,12509,5967
3545,5349,5825
3545,12509,5967
3547,5348,5787
3548,5348,5790
3549,5348,5916
3550,4324,5827
3551,4324,5868
3552,4324,5921
3553,4324,6246
3554,4331,6002
3555,4336,6340
3556,4337,6002
3557,4329,5869
3558,4329,6911
3559,4387,6389
3560,4251,6289
3560,4834,6081
3561,4998,5976
3563,4518,5813
3563,5284,5916
3565,4567,6704
3565,5136,6293
3566,4570,5978
3567,4570,6153
3569,4210,6704
3569,4256,6704
3569,5284,5825
3570,4966,6715
3571,5556,6723
3572,7398,2562
3574,4715,6651
3575,4715,6867
3576,4715,6869
3577,4527,6751
3578,5279,6488
3579,5279,6152
3580,4266,2562
3582,4178,6954
3583,4693,7063
3584,7408,2562
3584,7418,2562
3584,7419,2562
3585,7408,2562
3586,7408,2562
3586,7419,2562
3587,4583,6749
3588,4567,6704
3588,4693,6704
3589,4567,5967
3589,4693,6704
3590,5670,6088
3591,5670,6088
3593,5670,6222
3594,5670,6222
3595,5670,6365
3596,5670,6365
3597,5670,6088
3598,5670,6640
3599,5670,7001
3600,5670,6268
3601,4147,5872
3602,5678,6400
3603,5678,6781
3604,4588,6749
3607,4848,5925
3608,5566,6002
3609,4514,5780
3610,4514,5925
3611,4221,6344
3612,4221,6390
3613,4221,6764
3614,7422,2562
3615,5693,6712
3616,5693,6712
3617,5693,5923
3618,5693,6249
3619,5693,6267
3620,5693,6608
3621,5693,6927
3622,5693,5976
3623,5699,6725
3624,5700,6712
3625,4978,6243
3625,5221,6751
3626,5700,6731
3627,5702,5851
3628,5702,5896
3629,5703,5978
3630,5703,6001
3631,5703,6755
3632,5707,5925
3633,5710,5925
3634,5710,6715
3635,4638,5978
3636,4947,5866
3637,4947,5976
3638,4947,6153
3639,4947,6489
3641,5357,6763
3643,4828,5916
3644,4512,5930
3645,4513,5952
3646,4648,6005
3646,4805,6005
3648,4648,6506
3648,4805,6506
3649,4648,6306
3649,4805,6306
3650,7410,2562
3652,4685,6250
3652,5553,6751
3653,4686,6609
3653,5554,7041
3654,4406,5915
3654,7401,2562
3654,7402,2562
3656,5062,6651
3657,5064,6001
3658,4835,5955
3658,5284,6719
3658,5394,6988
3660,4425,6712
3660,5284,5976
3660,5288,6640
3660,5290,6152
3666,4223,6591
3666,4318,6530
3666,5373,6894
3667,4425,6442
3667,5383,6680
3668,4338,6752
3668,4339,6752
3670,5536,6749
3671,4500,5886
3671,5032,6267
3672,4500,5886
3672,5032,6712
3685,4933,6676
3686,4934,6640
3687,5122,6712
3688,5122,6289
3689,5122,6640
3690,5121,5996
3691,5121,6302
3692,4435,6598
3692,7448,2562
3693,4435,6601
3695,5673,6434
3696,4565,6488
3696,4805,6867
3697,5596,5912
3698,4674,6249
3699,4470,6434
3699,4837,5915
3699,5341,5915
3700,5325,6375
3701,5325,6747
3703,4638,6703
3704,5326,6000
3705,4648,6001
3705,4660,6184
3705,4805,6306
3705,5272,6184
3706,4648,6003
3706,4660,6186
3706,4805,6308
3706,5272,6186
3707,4649,5741
3708,4649,20135
3710,5609,6504
3711,4660,6360
3711,5272,6360
3711,5333,6534
3711,5563,6116
3713,5311,6371
3714,7423,2562
3715,7424,2562
3716,5323,6178
3716,5469,6562
3717,5323,6520
3717,5469,6940
3718,5220,6712
3719,4198,6513
3719,4984,7010
3719,5378,6513
3721,4198,6317
3721,4984,6658
3721,5378,6400
3722,4198,6317
3722,4984,6776
3722,5378,6317
3723,4198,6513
3723,4984,6025
3723,5378,6513
3724,4198,6366
3724,4984,6094
3724,5378,6366
3725,4198,6698
3725,4984,6198
3725,5378,6698
3726,4198,6941
3726,4984,6207
3726,5378,6941
3727,4198,6513
3727,4984,7010
3727,5378,6513
3728,4841,5981
3729,4202,6252
3730,4117,6749
3731,4117,6001
3732,4500,5886
3732,5096,6712
3733,4500,5935
3733,5096,5976
3734,4683,5886
3734,5096,5935
3735,4683,5935
3735,5096,6267
3736,4858,6751
3738,5665,6123
3739,5664,6391
3740,5664,6770
3741,5638,6001
3742,5648,5928
3743,5648,6393
3744,5648,6722
3745,5648,6724
3746,5437,6984
3747,7437,2562
3748,5651,6371
3749,4860,5788
3749,5069,7013
3749,5090,5988
3749,5281,6569
3749,5474,6647
3751,5514,5990
3752,5495,6279
3752,5522,6472
3752,5529,6459
3753,5495,6279
3753,5522,6472
3753,5529,6459
3754,5379,7014
3755,5549,5855
3756,5549,5899
3757,5549,7001
3759,5406,6266
3760,4331,5751
3760,5009,5741
3760,5326,5766
3760,5468,5853
3760,5476,5890
3760,5479,5808
3761,4207,5920
3762,4208,5920
3763,4209,5920
3764,4229,5742
3764,4257,6624
3764,4860,5742
3764,5069,6647
3764,5090,6731
3764,5281,6217
3766,4406,5977
3766,4837,6713
3766,5318,6026
3767,4229,5736
3767,4593,5923
3768,4241,6771
3771,4460,6551
3771,5329,6058
3772,4460,6551
3772,5329,6815
3772,5480,6768
3774,4460,6551
3774,5480,6768
3775,4458,6890
3775,5479,6701
3776,4482,5916
3777,4663,5926
3777,4978,5916
3778,4663,5926
3778,4978,6243
3779,4663,5873
3779,4978,5866
3780,4663,5873
3780,4978,5945
3781,4663,5873
3781,4978,5916
3782,4663,5873
3782,4978,6243
3783,4663,6251
3783,4978,6243
3784,5271,6184
3784,5288,6749
3784,5290,6184
3784,5394,6184
3785,4559,6389
3786,4154,5872
3787,5174,6249
3788,5174,6608
3789,5171,6488
3790,5032,6653
3791,4821,5984
3794,4663,6251
3794,4978,6243
3795,4784,2562
3800,4302,6252
3800,5284,6719
3801,4302,6608
3801,5284,5976
3803,4296,6309
3803,4567,6704
3804,4296,6654
3804,4567,6704
3805,4572,6386
3806,4663,5873
3806,4705,5916
3807,4663,5873
3807,4705,5945
3809,4803,6389
3810,4994,6712
3810,5383,6088
3812,4567,6704
3812,5136,5925
3813,4119,6088
3816,4119,6538
3817,4119,6897
3818,4119,6897
3819,4119,6538
3821,4119,6089
3822,4119,6197
3824,4119,6766
3826,4119,6763
3833,4223,6897
3837,4223,6504
3838,4223,6867
3843,5295,6389
3843,5321,6679
3843,5467,6431
3844,4119,6389
3844,4223,6389
3844,4318,6894
3845,4119,6389
3845,4223,6798
3845,4318,6532
3846,5068,6471
3849,5451,6264
3850,4257,6830
3850,5439,6434
3854,4780,6243
3855,4780,5916
3856,4257,6528
3856,5069,6199
3856,5494,6200
3857,5066,6712
3858,4258,5967
3859,7415,2562
3861,4119,7001
3863,4119,7000
3864,4119,6197
3865,4265,6419
3866,4119,7001
3867,4119,7001
3868,4119,6193
3869,4788,6763
3870,4282,6749
3871,4284,6763
3873,4284,2562
3878,4236,6282
3885,5117,6012
3886,5117,6419
3887,5383,6494
3887,5639,5937
3888,5383,6856
3888,5639,6267
3889,4286,5976
3890,4286,6712
3891,4229,5811
3891,5272,6187
3892,4504,5990
3897,4286,17280
3899,4434,5990
3900,4230,6868
3901,4230,6960
3902,4434,6648
3906,4230,6867
3907,5599,5990
3908,4436,6897
3910,4436,6891
3911,4288,5990
3914,4436,6763
3915,4230,6961
3916,5599,5915
3917,5599,5915
3918,4288,6537
3919,5599,5916
3920,5599,5915
3921,5599,5916
3922,4437,6897
3923,4289,5990
3925,4440,5906
3925,4501,5780
3925,5021,5738
3925,5710,5872
3926,4213,6871
3927,5383,6954
3927,5639,6073
3929,4229,5749
3929,4425,6981
3929,4861,5810
3929,5284,6377
3929,5288,6749
3929,5445,5723
3930,4294,5753
3935,4294,6277
3936,4294,5966
3937,4294,6704
3938,4294,6704
3939,5387,7021
3940,5387,6457
3941,5387,2562
3942,5387,6763
3943,4256,5976
3943,5284,6712
3943,5288,5986
3945,5386,5957
3946,4241,6781
3947,4241,6771
3948,4119,6763
3948,4318,6894
3953,5386,6615
3954,5117,6618
3954,5275,6164
3955,5117,6618
3955,5275,5813
3959,5087,6244
3961,4184,6374
3962,4241,6771
3962,5163,6465
3962,7426,5977
3963,4364,6488
3963,4629,6001
3966,4458,5990
3967,4460,5990
3969,4318,6306
3970,4241,6657
3970,4978,6750
3970,5163,6465
3970,5318,6777
3971,4365,6749
3971,5275,6530
3972,4318,6001
3973,5164,5865
3974,5164,5865
3977,5172,6763
3978,4241,6657
3978,5163,6465
3978,5318,6777
3979,5170,6763
3980,4458,7612
3980,5328,7611
3981,4319,6380
3981,5271,19290
3981,5284,6613
3981,5479,2562
3981,5494,24090
3982,5386,6447
3982,5452,5893
3985,4458,2562
3985,5008,2562
3985,7427,2562
3986,4320,5990
3988,4320,6977
3989,4458,2562
3989,5008,2562
3989,7427,2562
3990,4523,6162
3991,4523,6749
3992,4119,6391
3992,4566,6719
3993,4330,6763
3993,5688,6103
3997,4119,6763
3997,4612,6377
3998,4330,6389
3998,5688,6103
3999,5698,5990
4001,5389,6137
4003,4629,6001
4004,4629,6001
4005,4119,6897
4005,4612,6749
4006,4629,6749
4009,4119,6193
4010,4119,6193
4011,5393,6002
4012,5393,6377
4013,5393,6749
4014,5393,6001
4015,5394,5990
4016,5397,6243
4018,5397,5916
4019,4255,6209
4020,4119,6763
4021,4255,5795
4022,4119,7001
4022,5282,5935
4023,4119,6538
4023,5290,6488
4025,4255,5795
4026,4255,5795
4027,4255,5919
4028,5397,6242
4029,7428,5990
4030,5405,6538
4031,5405,6407
4032,4119,6763
4032,5383,6488
4033,4119,6538
4033,5383,6488
4034,4256,5976
4034,4566,5976
4035,4256,6841
4035,5274,5866
4035,5338,2562
4036,4256,6841
4036,5274,5866
4036,5338,2562
4037,4256,6126
4037,4316,6243
4037,5560,6243
4038,4256,6125
4038,4316,6242
4038,5560,6242
4039,4256,6125
4039,4316,6242
4039,5560,6242
4040,4256,6126
4040,4316,6243
4040,5560,6243
4042,4256,6126
4042,4316,6243
4042,5560,6243
4043,4122,6243
4043,4550,5753
4044,5406,6266
4045,7429,2562
4046,5414,6749
4047,4132,6703
4048,5414,6001
4049,5709,6282
4051,4159,6749
4051,4223,6538
4051,4330,6749
4051,5013,6749
4052,4159,6954
4052,4223,6763
4052,4330,6954
4052,5013,6954
4053,5418,5990
4054,5418,6242
4054,5534,6976
4055,5710,5825
4056,7412,2562
4057,5708,5976
4058,5708,6001
4059,5708,6152
4060,5708,6289
4061,4159,6656
4061,5013,6656
4061,5464,6643
4062,4159,6311
4062,5013,6311
4062,5464,6295
4063,5708,6333
4064,5708,6336
4065,5708,6351
4066,5708,6377
4067,5708,6488
4068,5708,6749
4069,7412,2562
4070,5708,6856
4071,5708,6974
4072,5422,5990
4073,5422,5976
4074,5422,6377
4075,4725,6240
4076,5422,6749
4077,5422,6001
4078,5425,6749
4079,4725,6504
4080,4329,2562
4080,7430,2562
4081,4329,2562
4081,7430,2562
4082,4725,6389
4083,5436,5990
4084,5436,5938
4085,4725,6802
4086,5438,5990
4087,5439,6242
4088,4725,6238
4089,5439,6435
4090,5439,6434
4091,4725,6953
4092,4159,6525
4092,5008,6068
4092,7431,2562
4093,4725,7043
4095,5439,6114
4096,4725,6180
4097,5439,6209
4098,4725,6341
4099,4725,6306
4100,5708,6057
4102,5708,5976
4103,4725,6389
4104,4725,6193
4106,4330,6104
4107,4326,6867
4108,4330,6668
4109,4330,6763
4110,4330,6960
4111,4330,5943
4111,4434,6103
4111,4723,6806
4114,5439,6208
4118,4330,6104
4120,5439,6212
4121,5439,6283
4122,5674,5925
4123,5674,5976
4124,5439,6208
4126,4330,5943
4127,5439,6143
4128,5675,5925
4129,4330,6562
4131,5439,6631
4132,4326,6763
4133,5439,6243
4133,5534,6243
4134,5439,2562
4134,5534,2562
4136,4627,6365
4137,7432,2562
4138,5675,5925
4139,7432,2562
4140,7432,2562
4141,5675,5925
4142,16538,6306
4143,5451,5916
4144,5451,5916
4146,5455,17281
4147,5508,6541
4148,5508,6902
4150,4330,6798
4150,5008,6651
4151,4629,6164
4152,4330,6799
4152,5008,6656
4153,4629,6859
4154,4774,6378
4155,5650,5825
4157,5453,6544
4158,5461,5916
4159,5676,5978
4161,4628,6001
4162,5678,2562
4162,5688,2562
4162,5689,2562
4163,4628,6365
4165,4330,6576
4165,5482,6986
4166,4330,6576
4166,5482,6986
4167,5462,5990
4168,5185,6077
4169,16535,6306
4170,4629,6389
4171,4335,5963
4172,5464,5991
4173,5185,6077
4174,4327,6867
4175,5185,6100
4176,5464,7001
4177,5185,6077
4178,5185,6077
4179,4198,6094
4179,4984,6658
4179,5378,6094
4181,5678,2562
4181,5688,2562
4181,5689,2562
4182,4198,6819
4182,4984,6317
4182,5378,6675
4183,5185,6976
4184,4198,6317
4184,4984,6685
4184,5378,6400
4185,5185,6703
4186,5464,6100
4187,5464,6100
4188,5185,6242
4189,5689,5993
4190,5689,6015
4191,5689,6299
4192,5689,6648
4193,5689,6866
4194,5185,6596
4195,5464,6856
4196,5464,7055
4197,5464,6639
4198,5185,6162
4199,4131,6389
4199,5464,7001
4200,5472,5990
4201,5473,6975
4201,5479,6229
4202,5474,5990
4203,5475,5990
4204,5477,6703
4205,5477,6704
4206,5477,6243
4207,4198,6594
4207,4984,6094
4207,5378,6594
4209,4198,6901
4209,4984,6317
4209,5378,6901
4210,4198,6203
4210,4984,6776
4210,5378,6232
4211,4198,6203
4211,4984,6776
4211,5378,6232
4212,4198,6547
4212,4984,6025
4212,5378,6583
4213,4198,6909
4213,4984,6317
4213,5378,6968
4214,4343,5987
4214,5274,6628
4215,4343,5987
4215,5274,6628
4216,4346,5734
4217,4346,5765
4218,4351,6844
4219,5479,5990
4220,5479,5990
4221,4351,5967
4224,5689,6299
4225,4354,6494
4225,4427,6613
4225,4662,6719
4225,5285,6719
4226,5485,2562
4227,5485,5825
4228,5485,5866
4229,20994,5990
4230,5493,5990
4231,5494,6538
4232,5494,6897
4233,4354,6856
4233,4427,6712
4233,4662,5976
4233,5285,5976
4236,4629,6001
4236,4723,6162
4237,5689,2562
4238,4353,6289
4238,5282,5976
4238,5286,5976
4238,5332,6679
4239,5689,2562
4242,4425,6252
4242,4566,6156
4243,4629,6001
4243,4723,6162
4246,5689,2562
4247,4425,6719
4247,4490,5981
4247,5284,6295
4247,5288,6295
4248,4627,6856
4248,5275,6894
4249,4425,6252
4249,4566,6156
4249,5284,5981
4250,4425,6252
4250,4566,5981
4250,5288,6085
4251,4629,6954
4251,5275,6894
4252,4425,5923
4252,4566,6712
4252,5288,6838
4255,5692,5993
4256,4629,6001
4256,5275,6894
4258,4425,6252
4258,4566,6156
4258,5383,6494
4259,5689,6147
4260,5689,2562
4262,5689,6299
4263,4629,6354
4263,5275,6116
4267,4629,6749
4267,5455,17281
4268,4425,5925
4268,4805,6291
4268,5284,6250
4269,4425,6613
4269,4660,6985
4269,4805,6009
4272,5689,2562
4274,7433,2562
4276,4425,6981
4276,5083,6267
4276,5288,6954
4277,4425,6834
4277,5284,6712
4277,5288,6640
4278,5690,5993
4279,5691,6015
4281,5692,6015
4282,4412,6558
4282,4457,6484
4282,4567,6368
4282,5321,6287
4282,5467,6677
4283,5534,6703
4283,12509,5966
4284,5690,6299
4287,5692,6299
4288,5690,6648
4289,5691,6648
4290,5692,6648
4291,5691,6866
4292,4425,5939
4292,4566,6849
4292,5288,6987
4293,5533,6597
4294,5053,5990
4298,5054,5990
4299,4425,5927
4299,4566,6931
4299,5383,6156
4301,4425,5923
4301,4566,6712
4301,5383,6152
4303,5697,5774
4304,5697,5774
4305,5697,5753
4307,5696,6012
4308,4660,6081
4308,4805,6001
4308,5563,6856
4309,4485,5866
4311,4487,6704
4312,4487,6995
4313,4485,7031
4314,4485,6078
4315,4660,6336
4315,5272,6927
4315,5563,6088
4316,5694,2562
4317,4440,5906
4317,4501,5780
4317,5021,5738
4317,5710,5950
4318,4440,5921
4318,4501,5780
4318,5021,5738
4318,5710,5925
4320,4440,5921
4320,4501,5780
4320,5021,5743
4320,5710,5872
4321,4440,6603
4321,4501,5859
4321,5021,5780
4321,5710,5925
4322,5568,5774
4323,5568,5774
4324,4440,5973
4324,4501,5925
4324,5021,5872
4324,5710,6715
4325,5678,6169
4325,5687,6560
4325,5688,6649
4326,4805,6009
4326,4835,5956
4326,5271,6840
4326,5288,6085
4326,5394,6613
4327,5654,6370
4329,4819,5916
4330,5654,5991
4333,5653,6369
4335,4367,5991
4336,4342,6143
4338,4342,5966
4339,4373,5912
4340,4373,6241
4341,5653,6234
4342,4385,6651
4343,4385,7043
4345,5195,5915
4346,5653,6369
4347,5195,6434
4348,4490,5981
4348,5271,6113
4348,5284,6616
4348,5479,7016
4349,5654,5915
4350,4847,6435
4351,5653,6369
4354,5653,6331
4355,5653,6282
4356,4406,5915
4357,4406,5866
4358,4674,5882
4358,4948,5814
4358,5272,6640
4359,4406,5866
4360,7434,2562
4362,4949,5802
4362,5071,6763
4368,4862,6306
4368,5383,6488
4370,4723,6504
4371,4723,6538
4373,4723,6885
4376,4723,6306
4379,4723,6562
4381,4723,6001
4382,4723,6678
4383,4723,6009
4384,4864,5966
4385,4864,6282
4387,5215,6241
4389,4724,6504
4390,5305,6389
4391,4724,6537
4392,4724,6538
4394,4724,6507
4396,4400,5976
4397,4400,6712
4398,5306,6435
4398,5391,5834
4399,5218,5753
4400,5534,5990
4401,5218,5753
4402,5306,6435
4402,5391,5834
4403,4724,6534
4404,5534,5967
4405,4724,6534
4406,5534,6703
4408,4724,7026
4409,5534,6704
4410,5313,6370
4411,5534,6704
4412,4119,6046
4412,4566,6719
4412,5383,5981
4412,5394,6987
4413,5218,5735
4414,5534,6842
4415,4119,6763
4415,4566,6152
4415,5383,6488
4416,4119,6897
4416,4566,6488
4416,5383,6856
4417,4119,6538
4417,4566,6152
4417,5383,6488
4418,5534,6243
4421,4149,5915
4421,4343,5865
4421,5274,5865
4422,5314,6763
4423,5314,6763
4424,5602,6608
4426,4340,6883
4427,5606,5923
4428,5606,6249
4429,5606,6608
4430,5315,6018
4433,4455,5978
4434,4455,6250
4435,5610,5976
4437,4119,6763
4437,5225,6377
4437,5394,6152
4439,5612,5991
4440,4119,6763
4440,5383,6488
4440,5639,5935
4441,4170,6389
4442,4223,6763
4442,4302,6249
4442,4566,5976
4442,5287,6289
4444,5316,2562
4444,20358,2562
4445,4159,6536
4445,5117,5967
4446,4854,6712
4447,5641,5966
4448,5231,6763
4449,5641,5967
4450,5622,5825
4451,5620,6998
4452,4441,5921
4452,4503,5780
4452,5021,5738
4452,5449,6149
4452,5710,5925
4453,4441,6603
4453,4503,5859
4453,5021,5780
4453,5449,6285
4453,5710,5925
4454,4441,5973
4454,4503,5925
4454,5021,5872
4454,5449,6854
4454,5710,6715
4455,4441,6603
4455,4503,5859
4455,5020,5780
4455,5449,6285
4455,5486,6374
4455,5710,5925
4456,4441,6603
4456,4503,5859
4456,5020,5780
4456,5128,6374
4456,5449,6285
4456,5486,6374
4456,5710,5925
4459,4434,2562
4459,7438,2562
4461,5678,2562
4461,5688,2562
4462,5709,6630
4462,7439,2562
4463,4434,2562
4463,5680,2562
4463,7439,2562
4465,4151,2562
4465,5678,6549
4465,5689,6757
4467,4151,2562
4468,4151,2562
4469,4151,2562
4470,4151,2562
4471,4151,2562
4473,4566,6267
4474,4566,6712
4482,4566,6931
4483,4566,6156
4484,4223,6897
4484,4318,10740
4484,5438,6240
4485,4223,6949
4485,4318,6568
4485,5438,6343
4488,4566,6494
4489,4119,6763
4489,4425,6249
4489,4566,6152
4489,5288,6081
4490,4119,6538
4490,4425,6249
4490,4566,5976
4490,5288,6081
4491,4119,6763
4491,4425,6249
4491,4566,6152
4491,5288,6081
4492,4151,2562
4494,5008,5990
4496,4223,6538
4496,4425,6249
4496,5287,6362
4498,4151,2562
4499,4151,2562
4500,4223,6538
4500,4458,5912
4500,5473,5964
4501,5011,5990
4504,5011,2562
4505,5011,2562
4508,4157,2562
4509,4157,2562
4510,4223,6538
4510,4611,6586
4510,5288,6152
4511,4160,6656
4512,4160,6763
4513,4160,6763
4515,5012,5990
4516,4221,6389
4516,4919,6119
4517,5012,6763
4518,4221,6100
4518,4919,6905
4519,4221,6162
4519,4919,6912
4524,5013,2562
4527,4221,6763
4530,4221,6162
4530,4920,6856
4531,4159,6536
4532,4159,6656
4534,4221,6162
4534,4920,6856
4536,4920,6041
4536,5471,6763
4537,4159,6869
4539,5015,5990
4541,5015,6763
4542,5015,6668
4543,5015,6389
4544,4159,6651
4545,4566,6156
4545,4805,6009
4546,5018,5990
4547,4159,6763
4548,4223,6763
4548,5290,6152
4549,4159,6504
4550,4159,6867
4551,4566,5981
4551,4805,6311
4552,4223,6538
4552,5383,6488
4553,4159,6867
4554,4200,5923
4556,4159,6347
4556,5013,6311
4558,4201,6176
4558,4490,6992
4559,5037,6267
4560,5037,6440
4561,4201,6165
4561,4932,6442
4562,4566,5976
4562,4805,6306
4563,4159,6869
4563,5013,6507
4564,4205,5866
4564,5154,5753
4566,7400,2562
4567,4159,6306
4567,5013,6306
4569,4159,6425
4569,5013,6563
4571,5227,5990
4572,4566,5981
4572,4805,6165
4573,5227,6867
4574,5227,2562
4575,4159,6651
4575,5013,6651
4578,4119,6239
4578,4159,6377
4578,4223,6348
4578,4318,6488
4578,5013,6749
4581,4566,5976
4581,4805,6001
4583,4173,6061
4583,4805,6001
4586,5231,6488
4588,5231,6001
4590,4119,6064
4590,4223,6328
4590,4318,6184
4590,5438,6894
4591,4119,6199
4591,4223,6199
4591,5288,6289
4592,5258,5990
4593,5237,6763
4594,4172,6116
4594,4185,6377
4594,4661,6377
4595,5264,5990
4596,4566,6467
4598,4172,6116
4598,4660,6184
