Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,52.5,-1.999220429,15.539874597,0.0728438397,13.767626047,13.957215715,14.265096646,14.828376619,15.539874597,16.364680878,16.865193742,17.231451424,17.821035591,18.237986374
1,53.5,-2.076707178,15.520649927,0.0731543235,13.751522482,13.940029469,14.246509433,14.808437487,15.520649927,16.350007898,16.85540483,17.226321051,17.825435776,18.250714444
1,54.5,-2.155348017,15.502584267,0.0734906668,13.73606368,13.923531161,14.228682712,14.7894083,15.502584267,16.336934616,16.847604904,17.223542858,17.832947441,18.26724918
1,55.5,-2.234438552,15.485689732,0.0738516716,13.721233222,13.907712809,14.211619535,14.771303434,15.485689732,16.325449456,16.841759872,17.223064431,17.843490284,18.287496428
1,56.5,-2.313321723,15.469977177,0.0742362346,13.707015988,13.892566777,14.195322163,14.754135564,15.469977177,16.315541055,16.837836599,17.224834583,17.85698505,18.311362645
1,57.5,-2.391381273,15.455456916,0.0746433738,13.693397391,13.878085253,14.179791901,14.737915992,15.455456916,16.307199139,16.835803652,17.228803834,17.873353184,18.338753563
1,58.5,-2.468032491,15.442139608,0.0750722636,13.680362417,13.864259589,14.165028851,14.722655011,15.442139608,16.300415606,16.835632225,17.234925022,17.892516422,18.369572559
1,59.5,-2.542781541,15.430032072,0.0755221037,13.667899624,13.851083083,14.151032865,14.70836004,15.430032072,16.295179938,16.837292715,17.243151475,17.914398944,18.403726711
1,60.5,-2.61516595,15.419141631,0.0759922501,13.655996831,13.838548037,14.137802612,14.695037644,15.419141631,16.291483974,16.840758382,17.253439085,17.938925239,18.441120211
1,61.5,-2.684789516,15.409473561,0.0764821284,13.644643533,13.82664746,14.125336195,14.682692443,15.409473561,16.289319042,16.84600319,17.265745146,17.966021441,18.481658125
1,62.5,-2.751316949,15.401031388,0.0769912324,13.633830562,13.815374889,14.113631167,14.671327346,15.401031388,16.288676194,16.853001975,17.280028455,17.995615231,18.52524599
1,63.5,-2.81445945,15.393817852,0.0775191487,13.623549065,13.804723699,14.102684333,14.660944025,15.393817852,16.289547231,16.861731244,17.296249805,18.027635434,18.571788322
1,64.5,-2.87402476,15.387830936,0.0780653898,13.613794519,13.794690036,14.092492991,14.651541441,15.387830936,16.291919818,16.872165194,17.314369537,18.062013961,18.621195327
1,65.5,-2.92984048,15.383069448,0.0786295919,13.604561063,13.785268816,14.083053448,14.643118207,15.383069448,16.295783957,16.884280854,17.334350628,18.098683166,18.673373954
1,66.5,-2.981796828,15.37952958,0.0792113694,13.595844997,13.776456272,14.0743621,14.635671305,15.37952958,16.301127727,16.898054589,17.356156525,18.137577538,18.728233788
1,67.5,-3.029831343,15.37720582,0.0798103341,13.587643874,13.76824936,14.066415279,14.629196563,15.37720582,16.307938189,16.913462745,17.379751483,18.178633273,18.785685832
1,68.5,-3.073924224,15.376091068,0.0804260861,13.579956424,13.760645736,14.059209324,14.623688807,15.376091068,16.316201353,16.930481531,17.405100424,18.221788238,18.845642613
1,69.5,-3.114093476,15.376176765,0.0810582059,13.572782447,13.75364373,14.052740628,14.619142,15.376176765,16.32590217,16.949086925,17.432168819,18.266981906,18.908018261
1,70.5,-3.15039004,15.37745304,0.0817062489,13.566122717,13.747242303,14.047005689,14.615549383,15.37745304,16.337024559,16.969254612,17.460922576,18.314155288,18.972728552
1,71.5,-3.182893018,15.379908859,0.0823697413,13.559978867,13.741440993,14.04200114,14.612903602,15.379908859,16.34955145,16.990959933,17.491327946,18.363250846,19.039690941
1,72.5,-3.21170511,15.383532169,0.0830481778,13.554353286,13.736239868,14.037723763,14.611196824,15.383532169,16.363464841,17.01417786,17.523351444,18.414212415,19.108824564
1,73.5,-3.23694834,15.388310046,0.0837410207,13.549249014,13.731639461,14.034170513,14.610420846,15.388310046,16.378745878,17.038882985,17.556959782,18.46698511,19.180050239
1,74.5,-3.25876011,15.39422883,0.0844476998,13.544669635,13.727640719,14.031338512,14.610567186,15.39422883,16.395374929,17.065049527,17.592119816,18.52151524,19.253290437
1,75.5,-3.277281546,15.40127496,0.0851676514,13.540618386,13.724244334,14.029224753,14.611627365,15.40127496,16.413332655,17.092652232,17.628799139,18.577749955,19.328467816
1,76.5,-3.292683774,15.40943252,0.0859001836,13.537100973,13.721452886,14.027827183,14.613592234,15.40943252,16.432596534,17.121663187,17.666963771,18.635638156,19.405510395
1,77.5,-3.305124073,15.418686911,0.0866446671,13.534121468,13.719267752,14.027143187,14.616453067,15.418686911,16.453145875,17.152056291,17.706581286,18.695129036,19.484344311
1,78.5,-3.314768951,15.429022732,0.0874004212,13.531684723,13.717690937,14.027170504,14.620200966,15.429022732,16.474958849,17.18380454,17.747618853,18.756172877,19.564898227
1,79.5,-3.321785992,15.440424387,0.0881667444,13.529795725,13.716724582,14.027906997,14.624827045,15.440424387,16.498013286,17.216880721,17.7900437,18.818720783,19.647102239
1,80.5,-3.326345795,15.452875806,0.088942897,13.528459943,13.716371244,14.029350805,14.63032238,15.452875806,16.522286238,17.251256966,17.833822753,18.882724739,19.730888595
1,81.5,-3.328602731,15.466362178,0.0897282019,13.527681304,13.716632334,14.03149952,14.636678444,15.466362178,16.547756486,17.286907078,17.878924338,18.948137004,19.816187992
1,82.5,-3.328725277,15.480867041,0.0905218748,13.527465647,13.717510776,14.034351593,14.643886387,15.480867041,16.574400287,17.323802541,17.925315202,19.014911065,19.902936
1,83.5,-3.32687018,15.496374654,0.0913231621,13.527817944,13.719008868,14.037905211,14.651937633,15.496374654,16.602194804,17.361915701,17.972962857,19.08300081,19.991067967
1,84.5,-3.323188896,15.512869363,0.0921313054,13.52874305,13.72112886,14.042158595,14.660823717,15.512869363,16.631117196,17.40121891,18.02183493,19.152360731,20.080520424
1,85.5,-3.317827016,15.530335632,0.0929455443,13.530245676,13.723872927,14.047109984,14.67053629,15.530335632,16.661144655,17.441684564,18.071899185,19.22294589,20.171231041
1,86.5,-3.310923871,15.548758065,0.0937651184,13.532330364,13.727243152,14.052757623,14.68106712,15.548758065,16.692254452,17.483285128,18.123123533,19.294711907,20.263138602
1,87.5,-3.302612272,15.568121426,0.0945892702,13.535001468,13.731241504,14.05909975,14.692408091,15.568121426,16.724423964,17.525993169,18.175476054,19.367614933,20.356182971
1,88.5,-3.293018361,15.588410651,0.0954172465,13.538263144,13.73586983,14.066134581,14.704551202,15.588410651,16.757630703,17.56978138,18.228925008,19.441611647,20.450305073
1,89.5,-3.282260813,15.60961101,0.0962483005,13.542119379,13.741129903,14.073860397,14.71748869,15.60961101,16.791852464,17.614622659,18.283438818,19.516658939,20.545446242
1,90.5,-3.270454609,15.63170735,0.0970816941,13.546573748,13.747023092,14.082275078,14.731212383,15.63170735,16.827066717,17.660489848,18.338986255,19.592715391,20.641551322
1,91.5,-3.257703616,15.654685628,0.0979166976,13.551629882,13.753550999,14.091376997,14.74571498,15.654685628,16.863251882,17.707356316,18.395536111,19.669738304,20.738562414
1,92.5,-3.244108214,15.678531387,0.0987525931,13.557290983,13.760714804,14.101164111,14.760988761,15.678531387,16.900386085,17.755195413,18.453057555,19.747686659,20.836425089
1,93.5,-3.229761713,15.703230518,0.0995886749,13.563560058,13.76851558,14.111634402,14.777026222,15.703230518,16.938447804,17.803980772,18.511519978,19.826519632,20.935085251
1,94.5,-3.214751287,15.728769113,0.1004242507,13.570439865,13.776954225,14.122785782,14.793819942,15.728769113,16.977415752,17.853686264,18.57089304,19.906196889,21.034489746
1,95.5,-3.199158184,15.755133465,0.1012586429,13.577932909,13.786031452,14.134616081,14.811362575,15.755133465,17.017268893,17.90428602,18.631146689,19.986678588,21.13458634
1,96.5,-3.18305795,15.782310065,0.1020911894,13.586041435,13.795747785,14.147123047,14.829646845,15.782310065,17.057986451,17.955754442,18.692251173,20.067925378,21.2353237
1,97.5,-3.166520664,15.810285603,0.1029212448,13.594767424,13.806103553,14.16030433,14.848665539,15.810285603,17.099547917,18.008066222,18.754177053,20.149898403,21.336651377
1,98.5,-3.1496103,15.839047084,0.1037481885,13.604112456,13.817098777,14.174157425,14.868411527,15.839047084,17.141933246,18.061196533,18.816895369,20.232559281,21.438519498
1,99.5,-3.132389637,15.868581229,0.1045713862,13.614078441,13.828733753,14.188679993,14.888877644,15.868581229,17.185121912,18.1151201,18.880376895,20.315870259,21.540880323
1,100.5,-3.114911153,15.898875618,0.1053902685,13.624666113,13.841007841,14.203869159,14.910056866,15.898875618,17.229094753,18.169813026,18.944593573,20.399793794,21.643684934
1,101.5,-3.097226399,15.929917651,0.1062042575,13.635876526,13.853920676,14.21972223,14.931942184,15.929917651,17.273832301,18.225251187,19.009517329,20.484293234,21.746886771
1,102.5,-3.079383079,15.961694805,0.1070127883,13.64771054,13.867471738,14.236236422,14.954526592,15.961694805,17.319315191,18.281410552,19.075120191,20.569332163,21.850439867
1,103.5,-3.061423765,15.994194894,0.1078153274,13.660168532,13.881660126,14.253408728,14.977803131,15.994194894,17.365524631,18.338267739,19.141374853,20.654874798,21.954298871
1,104.5,-3.043386071,16.027406071,0.1086113736,13.673250382,13.896484539,14.271235906,15.001764881,16.027406071,17.412442399,18.395799994,19.20825462,20.740885842,22.058418781
1,105.5,-3.025310003,16.061315897,0.1094003876,13.686956839,13.911944391,14.289715157,15.02640489,16.061315897,17.460049252,18.453983546,19.275732052,20.827330585,22.162757423
1,106.5,-3.007225737,16.095912922,0.1101819146,13.701287124,13.928037855,14.308842916,15.051716263,16.095912922,17.508327678,18.512796471,19.343781354,20.914174799,22.267271227
1,107.5,-2.989164598,16.131185315,0.1109554781,13.716241034,13.944763576,14.328615917,15.07769209,16.131185315,17.557259509,18.572216211,19.412376307,21.001384829,22.371918873
1,108.5,-2.971148225,16.167122344,0.1117206908,13.731816758,13.962118903,14.349030099,15.104325557,16.167122344,17.60682848,18.632222229,19.481492476,21.08892746,22.47665729
1,109.5,-2.953208047,16.203711677,0.1124770587,13.748014703,13.98010297,14.370082484,15.131609676,16.203711677,17.657015633,18.692791276,19.551103293,21.176770225,22.581448926
1,110.5,-2.935363951,16.240942388,0.1132241995,13.764833246,13.998713275,14.391769094,15.159537588,16.240942388,17.707804437,18.753902661,19.621184428,21.264881065,22.686253626
1,111.5,-2.917635157,16.278803458,0.1139617339,13.782270842,14.017947378,14.414085981,15.188102404,16.278803458,17.759178251,18.815535648,19.691711629,21.353228504,22.791032645
1,112.5,-2.900039803,16.317283847,0.1146892914,13.800325929,14.037802816,14.437029176,15.217297215,16.317283847,17.811120439,18.877669577,19.762660826,21.441781645,22.895748466
1,113.5,-2.882593796,16.356372672,0.1154065227,13.818996662,14.058276901,14.460594562,15.247115104,16.356372672,17.863614688,18.940284187,19.834008407,21.530510151,23.00036429
1,114.5,-2.865311266,16.396059161,0.1161130971,13.838280984,14.079366766,14.484777906,15.27754914,16.396059161,17.916644925,19.003359543,19.905731151,21.619384256,23.104844159
1,115.5,-2.848204697,16.436332645,0.1168087018,13.85817663,14.101069371,14.509574854,15.308592377,16.436332645,17.970195317,19.066876031,19.977806231,21.708374769,23.209152956
1,116.5,-2.831285052,16.477182556,0.1174930418,13.878681126,14.123381501,14.534980937,15.340237847,16.477182556,18.024250263,19.130814356,20.050211213,21.797453077,23.313256408
1,117.5,-2.81456189,16.518598425,0.1181658396,13.899791796,14.146299772,14.560991568,15.372478564,16.518598425,18.078794399,19.195155544,20.122924059,21.886591146,23.417121085
1,118.5,-2.79804347,16.560569873,0.1188268351,13.921505762,14.169820633,14.587602041,15.405307515,16.560569873,18.133812583,19.259880939,20.195923127,21.975761529,23.520714402
1,119.5,-2.781736856,16.603086612,0.1194757852,13.94381995,14.193940365,14.614807535,15.438717663,16.603086612,18.189289902,19.324972199,20.269187171,22.064937365,23.624004623
1,120.5,-2.765648008,16.646138439,0.1201124636,13.966731092,14.218655083,14.642603114,15.472701945,16.646138439,18.245211664,19.390411298,20.342695338,22.154092383,23.726960857
1,121.5,-2.749782197,16.689715178,0.1207366562,13.990235806,14.243960805,14.670983764,15.507253261,16.689715178,18.301563299,19.456180423,20.416427092,22.243200913,23.829553219
1,122.5,-2.734142443,16.733806953,0.1213481813,14.014330207,14.269853131,14.699944196,15.542364501,16.733806953,18.358330838,19.522262472,20.490362625,22.332237858,23.931752057
1,123.5,-2.718732873,16.778403632,0.121946849,14.039010696,14.296327886,14.729479246,15.578028494,16.778403632,18.415499949,19.588640056,20.564482024,22.42117875,24.033529496
1,124.5,-2.703555506,16.82349538,0.1225325012,14.064273173,14.323380481,14.759583474,15.614238053,16.82349538,18.473056895,19.655296491,20.63876611,22.509999702,24.134857897
1,125.5,-2.688611957,16.869072375,0.1231049908,14.090113438,14.351006234,14.790251368,15.650985952,16.869072375,18.530988051,19.722215306,20.713196016,22.598677436,24.235710627
1,126.5,-2.673903164,16.915124866,0.1236641859,14.116527107,14.379200308,14.821477298,15.68826493,16.915124866,18.589280001,19.789380335,20.787753272,22.687189277,24.336061908
1,127.5,-2.659429443,16.961643168,0.1242099694,14.143509617,14.407957708,14.853255522,15.726067684,16.961643168,18.647919531,19.85677572,20.862419807,22.775513158,24.435886814
1,128.5,-2.645190534,17.00861766,0.1247422387,14.171056231,14.43727329,14.885580184,15.764386877,17.00861766,18.706893635,19.924385908,20.937177951,22.86362762,24.535161274
1,129.5,-2.631185649,17.056038787,0.1252609054,14.199162032,14.467141754,14.91844531,15.80321513,17.056038787,18.766189505,19.992195654,21.01201043,22.951511816,24.633862067
1,130.5,-2.617413511,17.103897052,0.125765895,14.227821931,14.497557648,14.951844817,15.842545024,17.103897052,18.825794538,20.060190019,21.086900371,23.039145509,24.731966828
1,131.5,-2.603872392,17.152183022,0.1262571467,14.257030662,14.528515371,14.985772505,15.882369097,17.152183022,18.885696327,20.128354368,21.161831304,23.126509077,24.829454043
1,132.5,-2.590560148,17.200887318,0.1267346133,14.286782789,14.560009167,15.020222061,15.922679848,17.200887318,18.945882667,20.196674371,21.236787157,23.213583513,24.926303052
1,133.5,-2.577474253,17.250000623,0.1271982604,14.317072705,14.592033134,15.055187056,15.963469729,17.250000623,19.006341548,20.265136002,21.311752258,23.300350425,25.022494046
1,134.5,-2.564611831,17.299513673,0.1276480666,14.347894631,14.62458122,15.090660952,16.004731153,17.299513673,19.067061157,20.333725539,21.386711339,23.38679204,25.118008072
1,135.5,-2.551969684,17.349417258,0.128084023,14.379242621,14.657647224,15.126637095,16.046456484,17.349417258,19.128029874,20.402429562,21.46164953,23.472891203,25.21282703
1,136.5,-2.539539972,17.399703081,0.1285061919,14.411109333,14.691223806,15.163108105,16.088638115,17.399703081,19.189237763,20.471236496,21.536553648,23.558631287,25.306931298
1,137.5,-2.527325681,17.450360715,0.1289144974,14.443490382,14.725306007,15.200068051,16.131268213,17.450360715,19.250671291,20.540131144,21.611407641,23.643996517,25.40030815
1,138.5,-2.515320235,17.501381606,0.1293090012,14.476378606,14.759886606,15.237509582,16.174339049,17.501381606,19.312320288,20.609101892,21.686198596,23.728971547,25.492940659
1,139.5,-2.503519447,17.552756739,0.1296897408,14.509767412,14.794958832,15.275425605,16.217842806,17.552756739,19.374173878,20.678136503,21.760913228,23.813541709,25.584814177
1,140.5,-2.491918934,17.604477144,0.1300567649,14.543650049,14.830515777,15.313808916,16.261771619,17.604477144,19.43622137,20.747223033,21.835538651,23.897692958,25.675914917
1,141.5,-2.480514136,17.656533895,0.1304101325,14.57801961,14.86655039,15.352652202,16.306117576,17.656533895,19.498452255,20.816349832,21.910062372,23.981411874,25.76622996
1,142.5,-2.469300331,17.708918107,0.1307499132,14.612869033,14.903055485,15.391948042,16.350872717,17.708918107,19.560856203,20.885505539,21.984472294,24.064685664,25.855747252
1,143.5,-2.458272656,17.761620938,0.1310761867,14.648191101,14.940023736,15.431688907,16.396029033,17.761620938,19.623423062,20.954679086,22.058756716,24.147502159,25.944455605
1,144.5,-2.447426113,17.814633586,0.1313890423,14.683978443,14.977447683,15.471867162,16.441578466,17.814633586,19.686142859,21.023859692,22.132904327,24.22984982,26.032344701
1,145.5,-2.436755595,17.867947289,0.1316885791,14.72022354,15.01531973,15.512475062,16.487512909,17.867947289,19.749005793,21.093036865,22.206904214,24.311717735,26.119405091
1,146.5,-2.426255887,17.92155332,0.1319749052,14.75691872,15.053632148,15.553504759,16.533824207,17.92155332,19.812002241,21.1622004,22.280745854,24.39309562,26.205628194
1,147.5,-2.415921689,17.975442992,0.1322481377,14.794056164,15.092377074,15.594948298,16.580504153,17.975442992,19.87512275,21.231340378,22.354419119,24.473973823,26.291006302
1,148.5,-2.405747619,18.029607653,0.1325084026,14.831627905,15.131546514,15.636797616,16.627544491,18.029607653,19.93835804,21.300447165,22.427914271,24.554343318,26.375532577
1,149.5,-2.395728233,18.084038684,0.1327558343,14.869625831,15.171132342,15.679044549,16.674936915,18.084038684,20.001699,21.369511412,22.501221965,24.634195716,26.459201057
1,150.5,-2.385858029,18.138727501,0.1329905752,14.908041684,15.211126303,15.721680827,16.722673066,18.138727501,20.065136686,21.438524051,22.574333245,24.713523254,26.542006651
1,151.5,-2.376131459,18.193665552,0.133212776,14.946867065,15.251520013,15.764698077,16.770744536,18.193665552,20.128662323,21.507476296,22.647239548,24.792318805,26.623945145
1,152.5,-2.366542942,18.248844314,0.1334225948,14.986093432,15.292304961,15.808087821,16.819142864,18.248844314,20.1922673,21.576359641,22.719932699,24.870575873,26.705013199
1,153.5,-2.357086871,18.304255296,0.1336201973,15.025712104,15.333472509,15.851841481,16.867859538,18.304255296,20.25594317,21.645165861,22.792404912,24.948288599,26.785208353
1,154.5,-2.347757625,18.359890034,0.1338057563,15.065714261,15.375013894,15.895950376,16.916885994,18.359890034,20.319681648,21.713887007,22.864648792,25.025451754,26.864529023
1,155.5,-2.338549576,18.415740092,0.1339794518,15.106090947,15.416920229,15.940405724,16.966213614,18.415740092,20.383474611,21.782515408,22.93665733,25.10206075,26.942974505
1,156.5,-2.3294571,18.471797059,0.1341414703,15.146833068,15.459182504,15.98519864,17.015833728,18.471797059,20.447314091,21.851043669,23.008423904,25.17811163,27.020544975
1,157.5,-2.320474586,18.528052549,0.1342920051,15.1879314,15.501791587,16.030320143,17.065737613,18.528052549,20.511192282,21.919464668,23.079942282,25.253601077,27.097241493
1,158.5,-2.311596446,18.584498199,0.1344312555,15.229376584,15.544738227,16.075761148,17.115916491,18.584498199,20.57510153,21.987771559,23.151206617,25.328526412,27.173065998
1,159.5,-2.302817124,18.641125665,0.134559427,15.271159134,15.588013052,16.121512475,17.166361531,18.641125665,20.639034337,22.055957764,23.222211447,25.402885595,27.248021316
1,160.5,-2.294131107,18.697926627,0.1346767311,15.313269432,15.631606575,16.167564844,17.217063844,18.697926627,20.702983356,22.12401698,23.292951697,25.476677223,27.322111154
1,161.5,-2.285532933,18.754892781,0.1347833849,15.355697735,15.67550919,16.213908876,17.268014489,18.754892781,20.766941389,22.191943172,23.363422678,25.549900538,27.39534011
1,162.5,-2.277017201,18.812015839,0.1348796107,15.398434176,15.719711177,16.260535098,17.319204466,18.812015839,20.83090139,22.259730572,23.433620084,25.62255542,27.467713664
1,163.5,-2.268578584,18.869287528,0.1349656365,15.441468765,15.764202704,16.307433937,17.370624722,18.869287528,20.894856455,22.327373681,23.503539993,25.694642395,27.539238188
1,164.5,-2.260211837,18.92669959,0.1350416951,15.484791389,15.808973823,16.354595727,17.422266142,18.92669959,20.958799828,22.394867265,23.57317887,25.766162632,27.609920941
1,165.5,-2.251911809,18.984243775,0.1351080243,15.52839182,15.854014479,16.402010707,17.474119556,18.984243775,21.022724893,22.462206356,23.64253356,25.837117943,27.679770074
1,166.5,-2.243673453,19.041911845,0.1351648666,15.572259709,15.899314507,16.449669019,17.526175734,19.041911845,21.086625176,22.529386247,23.711601294,25.90751079,27.748794627
1,167.5,-2.235491842,19.099695568,0.1352124688,15.616384596,15.944863634,16.497560713,17.578425385,19.099695568,21.15049434,22.596402495,23.780379685,25.977344281,27.817004534
1,168.5,-2.227362173,19.157586716,0.1352510825,15.660755908,15.990651482,16.545675744,17.63085916,19.157586716,21.214326186,22.663250919,23.848866729,26.046622172,27.884410623
1,169.5,-2.21927979,19.215577065,0.1352809633,15.70536296,16.036667567,16.594003977,17.683467644,19.215577065,21.278114648,22.729927595,23.917060806,26.115348872,27.951024616
1,170.5,-2.211240187,19.27365839,0.1353023707,15.750194963,16.082901303,16.642535182,17.736241363,19.27365839,21.341853792,22.79642886,23.984960677,26.183529439,28.016859129
1,171.5,-2.203239029,19.331822466,0.1353155684,15.795241019,16.129342004,16.691259039,17.789170776,19.331822466,21.405537813,22.862751308,24.052565486,26.251169587,28.081927677
1,172.5,-2.195272161,19.390061061,0.1353208237,15.840490131,16.175978884,16.740165136,17.84224628,19.390061061,21.469161036,22.928891788,24.119874762,26.318275685,28.14624467
1,173.5,-2.187335625,19.448365938,0.1353184074,15.885931199,16.222801059,16.789242971,17.895458202,19.448365938,21.532717907,22.994847407,24.186888413,26.384854755,28.209825418
1,174.5,-2.179425674,19.506728848,0.1353085942,15.931553027,16.26979755,16.838481952,17.948796804,19.506728848,21.596202999,23.060615524,24.253606735,26.450914482,28.27268613
1,175.5,-2.171538789,19.565141532,0.1352916617,15.977344323,16.316957284,16.887871397,18.002252276,19.565141532,21.659611004,23.126193753,24.320030402,26.516463208,28.334843913
1,176.5,-2.163671689,19.623595714,0.1352678911,16.023293705,16.364269095,16.937400535,18.055814739,19.623595714,21.722936731,23.191579959,24.386160475,26.581509939,28.396316776
1,177.5,-2.155821357,19.682083101,0.1352375667,16.069389698,16.411721727,16.987058507,18.109474241,19.682083101,21.786175107,23.256772259,24.451998399,26.646064342,28.457123629
1,178.5,-2.147985046,19.740595376,0.1352009759,16.115620744,16.459303836,17.036834365,18.163220756,19.740595376,21.849321171,23.321769021,24.517546003,26.71013675,28.517284284
1,179.5,-2.140160305,19.799124201,0.1351584088,16.161975197,16.507003989,17.086717072,18.217044182,19.799124201,21.912370075,23.386568863,24.582805501,26.773738166,28.576819455
1,180.5,-2.132344989,19.857661209,0.1351101588,16.208441335,16.55481067,17.136695505,18.270934339,19.857661209,21.975317079,23.451170652,24.647779492,26.83688026,28.635750759
1,181.5,-2.124537282,19.916198004,0.1350565219,16.255007353,16.60271228,17.186758453,18.324880969,19.916198004,22.038157551,23.515573503,24.712470965,26.899575372,28.694100716
1,182.5,-2.116735712,19.974726154,0.1349977968,16.301661372,16.650697137,17.236894617,18.378873731,19.974726154,22.100886964,23.579776782,24.776883292,26.961836518,28.751892748
1,183.5,-2.108939167,20.033237194,0.134934285,16.348391441,16.698753478,17.287092613,18.432902201,20.033237194,22.163500892,23.6437801,24.841020237,27.023677386,28.809151183
1,184.5,-2.10114692,20.091722615,0.1348662908,16.395185538,16.746869466,17.337340967,18.486955869,20.091722615,22.225995012,23.707583317,24.904885952,27.085112342,28.86590125
1,185.5,-2.093358637,20.15017387,0.1347941208,16.442031574,16.795033183,17.387628119,18.541024138,20.15017387,22.288365099,23.771186541,24.96848498,27.146156433,28.922169082
1,186.5,-2.085574403,20.208582361,0.1347180845,16.488917395,16.843232639,17.437942424,18.595096322,20.208582361,22.350607027,23.834590127,25.031822258,27.206825382,28.977981716
1,187.5,-2.077794735,20.266939444,0.1346384938,16.535830787,16.891455767,17.488272148,18.649161641,20.266939444,22.412716764,23.897794676,25.094903112,27.267135598,29.033367089
1,188.5,-2.070020599,20.325236424,0.1345556632,16.582759472,16.939690432,17.538605469,18.703209223,20.325236424,22.474690373,23.960801041,25.157733267,27.327104173,29.088354044
1,189.5,-2.062253431,20.383464548,0.1344699098,16.62969112,16.987924425,17.588930479,18.757228099,20.383464548,22.53652401,24.023610321,25.220318842,27.386748884,29.142972321
1,190.5,-2.054495145,20.441615008,0.1343815533,16.67661334,17.036145468,17.639235182,18.811207202,20.441615008,22.598213923,24.086223863,25.282666355,27.446088197,29.197252563
1,191.5,-2.046748156,20.499678935,0.1342909159,16.723513693,17.084341215,17.689507494,18.865135365,20.499678935,22.659756452,24.148643267,25.344782724,27.505141264,29.251226312
1,192.5,-2.039015385,20.557647399,0.1341983225,16.770379686,17.132499251,17.73973524,18.919001316,20.557647399,22.721148026,24.21087038,25.406675267,27.563927929,29.304926008
1,193.5,-2.031300282,20.615511404,0.1341041006,16.817198778,17.180607093,17.789906158,18.972793682,20.615511404,22.782385166,24.272907303,25.468351706,27.622468728,29.358384987
1,194.5,-2.023606828,20.673261889,0.1340085806,16.863958377,17.228652193,17.840007896,19.026500982,20.673261889,22.843464482,24.334756391,25.529820168,27.680784887,29.411637482
1,195.5,-2.015942013,20.730889051,0.1339120657,16.910646682,17.276622589,17.890028371,19.080111485,20.730889051,22.904381668,24.396419305,25.591088482,27.738898541,29.464720074
1,196.5,-2.008305745,20.788385102,0.1338149542,16.957249256,17.324504231,17.939954292,19.133613789,20.788385102,22.965135628,24.457900896,25.652167072,27.796831854,29.517665722
1,197.5,-2.000706389,20.845740029,0.1337175518,17.003754296,17.372285093,17.989773433,19.186995929,20.845740029,23.025722128,24.519203235,25.713064507,27.854608369,29.570512949
1,198.5,-1.993150137,20.902944494,0.1336202002,17.050149023,17.41995236,18.039473074,19.240245984,20.902944494,23.086138147,24.580329706,25.773790554,27.912252088,29.623299547
1,199.5,-1.985643741,20.959989088,0.1335232441,17.096420616,17.46749315,18.089040401,19.293351918,20.959989088,23.146380755,24.641283953,25.834355394,27.969787706,29.676064193
1,200.5,-1.97819451,21.01686433,0.1334270316,17.142556204,17.514894512,18.138462504,19.346301583,21.01686433,23.206447122,24.702069886,25.894769625,28.027240611,29.728846443
1,201.5,-1.970810308,21.073560674,0.1333319137,17.188542869,17.562143423,18.187726378,19.399082715,21.073560674,23.266334514,24.76269168,25.955044263,28.084636885,29.781686736
1,202.5,-1.96349954,21.130068501,0.1332382449,17.234367642,17.609226793,18.236818921,19.451682936,21.130068501,23.326040301,24.823153782,26.015190744,28.1420033,29.834626382
1,203.5,-1.956271141,21.186378131,0.1331463832,17.280017501,17.656131455,18.28572693,19.504089753,21.186378131,23.385561957,24.883460908,26.075220925,28.199367319,29.887707567
1,204.5,-1.949134561,21.242479819,0.1330566901,17.325479371,17.702844168,18.334437103,19.556290562,21.242479819,23.444897063,24.943618051,26.135147086,28.256757094,29.940973346
1,205.5,-1.942099744,21.298363759,0.1329695305,17.370740117,17.749351612,18.382936039,19.608272642,21.298363759,23.504043317,25.003630482,26.194981933,28.314201462,29.994467636
1,206.5,-1.935177101,21.354020094,0.1328852735,17.415786538,17.795640388,18.431210231,19.660023163,21.354020094,23.562998531,25.063503754,26.254738597,28.371729945,30.048235218
1,207.5,-1.92837748,21.409438911,0.1328042916,17.46060537,17.841697008,18.47924607,19.711529188,21.409438911,23.621760642,25.123243703,26.314430634,28.429372744,30.102321732
1,208.5,-1.921712136,21.464610257,0.1327269615,17.505183272,17.8875079,18.527029841,19.762777669,21.464610257,23.680327713,25.182856454,26.37407203,28.487160738,30.156773669
1,209.5,-1.915192685,21.519524136,0.1326536641,17.549506825,17.933059395,18.574547721,19.813755456,21.519524136,23.738697944,25.242348423,26.433677198,28.545125479,30.211638371
1,210.5,-1.908831065,21.574170525,0.1325847841,17.593562522,17.978337728,18.62178578,19.864449301,21.574170525,23.796869674,25.301726323,26.49326098,28.60329919,30.266964025
1,211.5,-1.902639482,21.628539373,0.1325207109,17.637336764,18.023329032,18.668729979,19.914845857,21.628539373,23.854841392,25.360997164,26.552838649,28.661714756,30.322799658
1,212.5,-1.896630358,21.682620618,0.1324618378,17.680815846,18.068019329,18.715366166,19.964931686,21.682620618,23.912611742,25.42016826,26.612425903,28.720405723,30.379195135
1,213.5,-1.890816268,21.736404191,0.1324085629,17.723985953,18.112394528,18.761680078,20.014693265,21.736404191,23.97017953,25.479247229,26.672038872,28.779406289,30.436201152
