"195693","135","OTHER"
"195696","135","OTHER"
"195697","135","OTHER"
"195731","135","OTHER"
"195695","135","OTHER"
"195694","135","OTHER"
"195691","135","OTHER"
"195687","135","OTHER"
"195682","135","OTHER"
"195681","135","OTHER"
"195680","135","OTHER"
"195679","135","OTHER"
"195676","135","OTHER"
"195670","135","OTHER"
"195668","135","OTHER"
"195671","135","OTHER"
"195675","135","OTHER"
"195757","135","OTHER"
"195758","135","OTHER"
"195759","135","OTHER"
"195762","135","OTHER"
"195862","135","OTHER"
"195868","135","OTHER"
"195869","135","OTHER"
"195870","135","OTHER"
"195872","135","OTHER"
"195873","135","OTHER"
"195878","135","OTHER"
"195880","135","OTHER"
"195881","135","OTHER"
"195893","135","OTHER"
"195896","135","OTHER"
"195897","135","OTHER"
"195898","135","OTHER"
"195899","135","OTHER"
"195902","135","OTHER"
"195906","135","OTHER"
"195907","135","OTHER"
"195910","135","OTHER"
"195968","135","OTHER"
"195976","135","OTHER"
"195978","135","OTHER"
"195979","135","OTHER"
"195980","135","OTHER"
"195981","135","OTHER"
"195982","135","OTHER"
"195984","135","OTHER"
"195987","135","OTHER"
"195988","135","OTHER"
"195989","135","OTHER"
"195990","135","OTHER"
"195994","135","OTHER"
"195995","135","OTHER"
"195686","135","OTHER"
"195683","135","OTHER"
"195678","135","OTHER"
"196312","135","OTHER"
"196316","135","OTHER"
"196317","135","OTHER"
"196318","135","OTHER"
"196320","135","OTHER"
"196321","135","OTHER"
"196322","135","OTHER"
"196323","135","OTHER"
"196327","135","OTHER"
"196328","135","OTHER"
"196329","135","OTHER"
"196330","135","OTHER"
"196341","135","OTHER"
"196343","135","OTHER"
"196344","135","OTHER"
"196345","135","OTHER"
"196347","135","OTHER"
"196348","135","OTHER"
"196349","135","OTHER"
"196532","135","OTHER"
"196858","135","OTHER"
"194403","135","OTHER"
"197360","135","OTHER"
"198864","135","OTHER"
"199464","135","OTHER"
"199736","135","OTHER"
"199741","135","OTHER"
"199796","135","OTHER"
"199957","135","OTHER"
"199712","135","OTHER"
"28103","135","OTHER"
"199713","135","OTHER"
"200762","135","OTHER"
"200781","135","OTHER"
"200782","135","OTHER"
"200790","135","OTHER"
"200791","135","OTHER"
"200792","135","OTHER"
"200793","135","OTHER"
